date,convergence_mm_per_day,site_id,convergence_cumulative_mm
2026-01-17,-0.297,margina_holdea_t2,-12.85
2026-01-18,-0.234,margina_holdea_t2,-13.08
2026-01-19,-0.193,margina_holdea_t2,-13.27
2026-01-20,-0.199,margina_holdea_t2,-13.47
2026-01-21,-0.095,margina_holdea_t2,-13.57
2026-01-22,-0.185,margina_holdea_t2,-13.75
2026-01-23,-0.293,margina_holdea_t2,-14.05
2026-01-24,-0.198,margina_holdea_t2,-14.24
2026-01-25,-0.24,margina_holdea_t2,-14.48
2026-01-26,-0.113,margina_holdea_t2,-14.6
2026-01-27,-0.269,margina_holdea_t2,-14.87
2026-01-28,-0.207,margina_holdea_t2,-15.07
2026-01-29,-0.146,margina_holdea_t2,-15.22
2026-01-30,-0.253,margina_holdea_t2,-15.47
2026-01-31,-0.167,margina_holdea_t2,-15.64
2026-02-01,-0.349,margina_holdea_t2,-15.99
2026-02-02,-0.3,margina_holdea_t2,-16.29
2026-02-03,-0.108,margina_holdea_t2,-16.4
2026-02-04,-0.043,margina_holdea_t2,-16.44
2026-02-05,-0.172,margina_holdea_t2,-16.61
2026-02-06,-0.217,margina_holdea_t2,-16.83
2026-02-07,-0.13,margina_holdea_t2,-16.96
2026-02-08,-0.15,margina_holdea_t2,-17.11
2026-02-09,-0.151,margina_holdea_t2,-17.26
2026-02-10,-0.289,margina_holdea_t2,-17.55
2026-02-11,-0.11,margina_holdea_t2,-17.66
2026-02-12,-0.226,margina_holdea_t2,-17.88
2026-02-13,-0.16,margina_holdea_t2,-18.04
2026-02-14,-0.265,margina_holdea_t2,-18.31
2026-02-15,-0.219,margina_holdea_t2,-18.53
2026-02-16,-0.115,margina_holdea_t2,-18.64
2026-02-17,-0.113,margina_holdea_t2,-18.76
2026-02-18,-0.251,margina_holdea_t2,-19.01
2026-02-19,-0.227,margina_holdea_t2,-19.23
2026-02-20,-0.179,margina_holdea_t2,-19.41
2026-02-21,-0.294,margina_holdea_t2,-19.71
2026-02-22,-0.344,margina_holdea_t2,-20.05
2026-02-23,-0.141,margina_holdea_t2,-20.19
2026-02-24,-0.125,margina_holdea_t2,-20.32
2026-02-25,-0.177,margina_holdea_t2,-20.49
2026-02-26,-0.153,margina_holdea_t2,-20.65
2026-02-27,-0.275,margina_holdea_t2,-20.92
2026-02-28,-0.13,margina_holdea_t2,-21.05
2026-03-01,-0.181,margina_holdea_t2,-21.23
2026-03-02,-0.145,margina_holdea_t2,-21.38
2026-03-03,-0.203,margina_holdea_t2,-21.58
2026-03-04,-0.143,margina_holdea_t2,-21.72
2026-03-05,-0.146,margina_holdea_t2,-21.87
2026-03-06,-0.201,margina_holdea_t2,-22.07
2026-03-07,-0.03,margina_holdea_t2,-22.1
2026-03-08,-0.278,margina_holdea_t2,-22.38
2026-03-09,-0.261,margina_holdea_t2,-22.64
2026-03-10,-0.306,margina_holdea_t2,-22.94
2026-03-11,-0.135,margina_holdea_t2,-23.08
2026-03-12,-0.192,margina_holdea_t2,-23.27
2026-03-13,-0.254,margina_holdea_t2,-23.53
2026-03-14,-0.222,margina_holdea_t2,-23.75
2026-03-15,-0.082,margina_holdea_t2,-23.83
2026-03-16,-0.153,margina_holdea_t2,-23.98
2026-03-17,-0.239,margina_holdea_t2,-24.22
2026-03-18,-0.293,margina_holdea_t2,-24.52
2026-03-19,-0.276,margina_holdea_t2,-24.79
2026-03-20,-0.289,margina_holdea_t2,-25.08
2026-03-21,-0.238,margina_holdea_t2,-25.32
2026-03-22,-0.211,margina_holdea_t2,-25.53
2026-03-23,-0.189,margina_holdea_t2,-25.72
2026-03-24,-0.23,margina_holdea_t2,-25.95
2026-03-25,-0.074,margina_holdea_t2,-26.02
2026-03-26,-0.244,margina_holdea_t2,-26.27
2026-03-27,-0.304,margina_holdea_t2,-26.57
2026-03-28,-0.11,margina_holdea_t2,-26.68
2026-03-29,-0.173,margina_holdea_t2,-26.85
2026-03-30,-0.289,margina_holdea_t2,-27.14
2026-03-31,-0.193,margina_holdea_t2,-27.34
2026-04-01,-0.211,margina_holdea_t2,-27.55
2026-04-02,-0.189,margina_holdea_t2,-27.74
2026-04-03,-0.193,margina_holdea_t2,-27.93
2026-04-04,-0.326,margina_holdea_t2,-28.25
2026-04-05,-0.197,margina_holdea_t2,-28.45
2026-04-06,-0.347,margina_holdea_t2,-28.8
2026-04-07,-0.332,margina_holdea_t2,-29.13
2026-04-08,-0.2,margina_holdea_t2,-29.33
2026-04-09,-0.156,margina_holdea_t2,-29.49
2026-04-10,-0.309,margina_holdea_t2,-29.8
2026-04-11,-0.22,margina_holdea_t2,-30.02
2026-04-12,-0.218,margina_holdea_t2,-30.23
2026-04-13,-0.415,margina_holdea_t2,-30.65
2026-04-14,-0.216,margina_holdea_t2,-30.86
2026-04-15,-0.5,margina_holdea_t2,-31.36
2026-04-16,-0.331,margina_holdea_t2,-31.7
2026-04-17,-0.436,margina_holdea_t2,-32.13
2026-04-18,-0.352,margina_holdea_t2,-32.48
2026-04-19,-0.397,margina_holdea_t2,-32.88
2026-04-20,-0.263,margina_holdea_t2,-33.14
2026-04-21,-0.417,margina_holdea_t2,-33.56
2026-04-22,-0.433,margina_holdea_t2,-33.99
2026-04-23,-0.318,margina_holdea_t2,-34.31
2026-04-24,-0.339,margina_holdea_t2,-34.65
2026-04-25,-0.239,margina_holdea_t2,-34.89
2026-04-26,-0.306,margina_holdea_t2,-35.19
2026-04-27,-0.216,margina_holdea_t2,-35.41
2026-04-28,-0.338,margina_holdea_t2,-35.75
2026-04-29,-0.379,margina_holdea_t2,-36.13
2026-04-30,-0.481,margina_holdea_t2,-36.61
2026-05-01,-0.394,margina_holdea_t2,-37.0
2026-05-02,-0.332,margina_holdea_t2,-37.33
2026-05-03,-0.428,margina_holdea_t2,-37.76
2026-05-04,-0.49,margina_holdea_t2,-38.25
2026-05-05,-0.337,margina_holdea_t2,-38.59
2026-05-06,-0.291,margina_holdea_t2,-38.88
2026-05-07,-0.573,margina_holdea_t2,-39.45
2026-05-08,-0.335,margina_holdea_t2,-39.79
2026-05-09,-0.554,margina_holdea_t2,-40.34
2026-05-10,-0.482,margina_holdea_t2,-40.82
2026-05-11,-0.544,margina_holdea_t2,-41.37
2026-05-12,-0.704,margina_holdea_t2,-42.07
2026-05-13,-0.56,margina_holdea_t2,-42.63
2026-05-14,-0.576,margina_holdea_t2,-43.21
2026-05-15,-0.534,margina_holdea_t2,-43.74
