date,convergence_mm_per_day,site_id,convergence_cumulative_mm
2026-01-10,-0.177,meses_a3,-4.31
2026-01-11,-0.058,meses_a3,-4.37
2026-01-12,0.041,meses_a3,-4.33
2026-01-13,-0.022,meses_a3,-4.35
2026-01-14,-0.064,meses_a3,-4.42
2026-01-15,-0.137,meses_a3,-4.55
2026-01-16,0.011,meses_a3,-4.54
2026-01-17,-0.181,meses_a3,-4.72
2026-01-18,0.04,meses_a3,-4.68
2026-01-19,-0.03,meses_a3,-4.71
2026-01-20,-0.138,meses_a3,-4.85
2026-01-21,-0.106,meses_a3,-4.96
2026-01-22,-0.01,meses_a3,-4.97
2026-01-23,-0.086,meses_a3,-5.05
2026-01-24,-0.108,meses_a3,-5.16
2026-01-25,0.062,meses_a3,-5.1
2026-01-26,0.041,meses_a3,-5.06
2026-01-27,0.054,meses_a3,-5.0
2026-01-28,0.035,meses_a3,-4.97
2026-01-29,-0.069,meses_a3,-5.04
2026-01-30,0.024,meses_a3,-5.01
2026-01-31,0.074,meses_a3,-4.94
2026-02-01,-0.101,meses_a3,-5.04
2026-02-02,0.056,meses_a3,-4.98
2026-02-03,-0.085,meses_a3,-5.07
2026-02-04,-0.178,meses_a3,-5.25
2026-02-05,-0.059,meses_a3,-5.31
2026-02-06,0.012,meses_a3,-5.29
2026-02-07,-0.098,meses_a3,-5.39
2026-02-08,0.115,meses_a3,-5.28
2026-02-09,-0.105,meses_a3,-5.38
2026-02-10,-0.053,meses_a3,-5.44
2026-02-11,0.018,meses_a3,-5.42
2026-02-12,-0.161,meses_a3,-5.58
2026-02-13,0.03,meses_a3,-5.55
2026-02-14,0.087,meses_a3,-5.46
2026-02-15,-0.219,meses_a3,-5.68
2026-02-16,0.009,meses_a3,-5.67
2026-02-17,-0.005,meses_a3,-5.68
2026-02-18,0.07,meses_a3,-5.61
2026-02-19,-0.082,meses_a3,-5.69
2026-02-20,-0.154,meses_a3,-5.84
2026-02-21,0.046,meses_a3,-5.8
2026-02-22,-0.08,meses_a3,-5.88
2026-02-23,0.173,meses_a3,-5.7
2026-02-24,-0.173,meses_a3,-5.88
2026-02-25,0.059,meses_a3,-5.82
2026-02-26,-0.001,meses_a3,-5.82
2026-02-27,-0.121,meses_a3,-5.94
2026-02-28,-0.095,meses_a3,-6.03
2026-03-01,-0.012,meses_a3,-6.05
2026-03-02,-0.053,meses_a3,-6.1
2026-03-03,0.013,meses_a3,-6.09
2026-03-04,-0.144,meses_a3,-6.23
2026-03-05,-0.091,meses_a3,-6.32
2026-03-06,-0.026,meses_a3,-6.35
2026-03-07,0.03,meses_a3,-6.32
2026-03-08,-0.187,meses_a3,-6.5
2026-03-09,0.054,meses_a3,-6.45
2026-03-10,-0.08,meses_a3,-6.53
2026-03-11,-0.114,meses_a3,-6.64
2026-03-12,0.06,meses_a3,-6.58
2026-03-13,-0.046,meses_a3,-6.63
2026-03-14,-0.037,meses_a3,-6.67
2026-03-15,-0.169,meses_a3,-6.84
2026-03-16,0.031,meses_a3,-6.81
2026-03-17,-0.019,meses_a3,-6.82
2026-03-18,0.027,meses_a3,-6.8
2026-03-19,0.023,meses_a3,-6.77
2026-03-20,-0.023,meses_a3,-6.8
2026-03-21,-0.135,meses_a3,-6.93
2026-03-22,0.003,meses_a3,-6.93
2026-03-23,-0.08,meses_a3,-7.01
2026-03-24,0.042,meses_a3,-6.97
2026-03-25,0.081,meses_a3,-6.89
2026-03-26,-0.069,meses_a3,-6.96
2026-03-27,-0.135,meses_a3,-7.09
2026-03-28,-0.124,meses_a3,-7.21
2026-03-29,0.024,meses_a3,-7.19
2026-03-30,-0.078,meses_a3,-7.27
2026-03-31,-0.109,meses_a3,-7.38
2026-04-01,-0.285,meses_a3,-7.66
2026-04-02,-0.0,meses_a3,-7.66
2026-04-03,0.0,meses_a3,-7.66
2026-04-04,-0.09,meses_a3,-7.75
2026-04-05,-0.006,meses_a3,-7.76
2026-04-06,0.028,meses_a3,-7.73
2026-04-07,0.035,meses_a3,-7.7
2026-04-08,0.057,meses_a3,-7.64
2026-04-09,-0.127,meses_a3,-7.77
2026-04-10,0.118,meses_a3,-7.65
2026-04-11,-0.073,meses_a3,-7.72
2026-04-12,-0.042,meses_a3,-7.76
2026-04-13,0.003,meses_a3,-7.76
2026-04-14,-0.077,meses_a3,-7.84
2026-04-15,-0.104,meses_a3,-7.94
2026-04-16,-0.086,meses_a3,-8.03
2026-04-17,0.004,meses_a3,-8.02
2026-04-18,0.059,meses_a3,-7.96
2026-04-19,0.065,meses_a3,-7.9
2026-04-20,0.04,meses_a3,-7.86
2026-04-21,-0.025,meses_a3,-7.88
2026-04-22,-0.105,meses_a3,-7.99
2026-04-23,-0.111,meses_a3,-8.1
2026-04-24,-0.065,meses_a3,-8.16
2026-04-25,-0.12,meses_a3,-8.28
2026-04-26,-0.107,meses_a3,-8.39
2026-04-27,0.043,meses_a3,-8.35
2026-04-28,-0.05,meses_a3,-8.4
2026-04-29,-0.079,meses_a3,-8.48
2026-04-30,-0.219,meses_a3,-8.7
2026-05-01,-0.03,meses_a3,-8.73
2026-05-02,0.025,meses_a3,-8.7
2026-05-03,-0.092,meses_a3,-8.79
2026-05-04,-0.186,meses_a3,-8.98
2026-05-05,-0.135,meses_a3,-9.11
2026-05-06,-0.031,meses_a3,-9.15
2026-05-07,-0.056,meses_a3,-9.2
2026-05-08,-0.094,meses_a3,-9.3
2026-05-09,-0.077,meses_a3,-9.37
2026-05-10,-0.102,meses_a3,-9.47
2026-05-11,-0.021,meses_a3,-9.5
2026-05-12,-0.044,meses_a3,-9.54
2026-05-13,0.044,meses_a3,-9.5
2026-05-14,-0.137,meses_a3,-9.63
2026-05-15,-0.047,meses_a3,-9.68
