date,humidity_pct,cracks_cumulative,site_id
2026-04-29,60.5,9,margina_holdea_t2
2026-04-30,63.5,10,margina_holdea_t2
2026-05-01,65.1,10,margina_holdea_t2
2026-05-02,62.7,10,margina_holdea_t2
2026-05-03,63.8,10,margina_holdea_t2
2026-05-04,61.0,11,margina_holdea_t2
2026-05-05,58.8,11,margina_holdea_t2
2026-05-06,62.5,11,margina_holdea_t2
2026-05-07,57.9,12,margina_holdea_t2
2026-05-08,63.3,12,margina_holdea_t2
2026-05-09,62.9,12,margina_holdea_t2
2026-05-10,64.7,13,margina_holdea_t2
2026-05-11,66.2,13,margina_holdea_t2
2026-05-12,65.7,13,margina_holdea_t2
2026-05-13,61.9,14,margina_holdea_t2
2026-05-14,60.1,14,margina_holdea_t2
2026-05-15,67.4,14,margina_holdea_t2
