date,co_mg_m3,no2_mg_m3,pm10_mg_m3,ch4_pct_vol,site_id
2025-12-24,7.61,2.62,2.57,0.009,poiana_a1
2025-12-25,5.8,3.02,1.58,0.033,poiana_a1
2025-12-26,9.57,2.31,2.14,0.009,poiana_a1
2025-12-27,8.49,2.21,1.95,0.004,poiana_a1
2025-12-28,7.52,2.98,1.98,0.003,poiana_a1
2025-12-29,10.11,2.24,1.94,0.011,poiana_a1
2025-12-30,8.76,2.19,1.62,0.01,poiana_a1
2025-12-31,7.68,2.48,2.19,0.016,poiana_a1
2026-01-01,8.63,2.11,2.3,0.021,poiana_a1
2026-01-02,8.17,1.93,2.03,0.01,poiana_a1
2026-01-03,8.19,1.37,1.66,0.023,poiana_a1
2026-01-04,8.6,2.77,1.89,0.019,poiana_a1
2026-01-05,7.88,2.65,2.01,0.014,poiana_a1
2026-01-06,7.77,3.29,1.9,0.028,poiana_a1
2026-01-07,8.5,3.3,1.89,0.009,poiana_a1
2026-01-08,8.53,2.36,2.38,0.009,poiana_a1
2026-01-09,6.97,2.51,1.31,0.023,poiana_a1
2026-01-10,8.42,2.09,2.01,0.016,poiana_a1
2026-01-11,7.99,2.52,2.06,0.015,poiana_a1
2026-01-12,10.45,2.45,2.29,0.027,poiana_a1
2026-01-13,7.02,2.49,1.93,0.006,poiana_a1
2026-01-14,9.98,2.1,1.97,0.04,poiana_a1
2026-01-15,7.93,2.28,2.14,0.02,poiana_a1
2026-01-16,10.98,2.1,1.71,0.034,poiana_a1
2026-01-17,9.99,3.41,2.35,0.016,poiana_a1
2026-01-18,8.99,2.89,1.66,0.017,poiana_a1
2026-01-19,8.31,2.39,2.29,0.035,poiana_a1
2026-01-20,8.34,1.97,2.06,0.023,poiana_a1
2026-01-21,8.9,2.28,2.15,0.005,poiana_a1
2026-01-22,7.23,2.32,2.1,0.02,poiana_a1
2026-01-23,8.2,1.96,1.68,0.0,poiana_a1
2026-01-24,7.35,2.72,1.72,0.019,poiana_a1
2026-01-25,7.89,2.01,2.13,0.015,poiana_a1
2026-01-26,10.3,2.89,1.96,0.008,poiana_a1
2026-01-27,8.27,2.49,1.91,0.016,poiana_a1
2026-01-28,9.16,2.63,1.88,0.01,poiana_a1
2026-01-29,6.82,2.17,2.25,0.04,poiana_a1
2026-01-30,7.63,2.73,1.83,0.013,poiana_a1
2026-01-31,7.11,2.13,2.26,0.019,poiana_a1
2026-02-01,11.07,2.02,2.05,0.039,poiana_a1
2026-02-02,8.45,2.81,2.13,0.016,poiana_a1
2026-02-03,5.75,2.29,1.7,0.029,poiana_a1
2026-02-04,6.19,2.13,2.21,0.016,poiana_a1
2026-02-05,9.31,2.62,1.79,0.043,poiana_a1
2026-02-06,7.84,2.42,2.26,0.006,poiana_a1
2026-02-07,8.11,2.97,2.38,0.019,poiana_a1
2026-02-08,5.91,2.53,1.94,0.024,poiana_a1
2026-02-09,7.72,2.43,2.52,0.0,poiana_a1
2026-02-10,8.02,2.6,2.63,0.013,poiana_a1
2026-02-11,7.4,2.6,2.05,0.008,poiana_a1
2026-02-12,8.85,2.39,1.9,0.026,poiana_a1
2026-02-13,9.49,2.54,2.1,0.007,poiana_a1
2026-02-14,9.08,2.79,2.13,0.034,poiana_a1
2026-02-15,9.53,2.74,2.27,0.021,poiana_a1
2026-02-16,8.91,3.06,2.06,0.028,poiana_a1
2026-02-17,6.95,2.8,2.42,0.025,poiana_a1
2026-02-18,8.29,1.76,1.91,0.011,poiana_a1
2026-02-19,8.93,2.22,1.9,0.025,poiana_a1
2026-02-20,9.06,2.88,1.64,0.026,poiana_a1
2026-02-21,7.56,2.82,2.23,0.02,poiana_a1
2026-02-22,8.59,2.43,1.96,0.034,poiana_a1
2026-02-23,7.99,2.12,1.94,0.028,poiana_a1
2026-02-24,8.05,2.61,1.81,0.019,poiana_a1
2026-02-25,8.0,2.87,2.29,0.031,poiana_a1
2026-02-26,8.26,2.38,2.01,0.037,poiana_a1
2026-02-27,8.86,2.6,1.83,0.002,poiana_a1
2026-02-28,8.57,2.04,2.35,0.023,poiana_a1
2026-03-01,6.65,2.86,1.51,0.021,poiana_a1
2026-03-02,7.82,1.94,2.4,0.028,poiana_a1
2026-03-03,8.5,2.14,1.91,0.048,poiana_a1
2026-03-04,7.89,2.43,1.71,0.008,poiana_a1
2026-03-05,8.09,2.45,2.06,0.027,poiana_a1
2026-03-06,7.18,2.47,2.45,0.022,poiana_a1
2026-03-07,8.66,2.52,2.13,0.01,poiana_a1
2026-03-08,7.79,2.21,2.12,0.024,poiana_a1
2026-03-09,7.54,2.88,2.01,0.001,poiana_a1
2026-03-10,6.51,2.75,1.86,0.012,poiana_a1
2026-03-11,7.82,2.36,1.95,0.02,poiana_a1
2026-03-12,9.57,2.12,2.1,0.007,poiana_a1
2026-03-13,7.06,2.73,1.6,0.021,poiana_a1
2026-03-14,8.25,2.95,1.74,0.014,poiana_a1
2026-03-15,7.57,1.92,1.81,0.017,poiana_a1
2026-03-16,8.18,2.5,1.9,0.017,poiana_a1
2026-03-17,7.76,2.9,1.72,0.029,poiana_a1
2026-03-18,8.79,2.69,2.51,0.016,poiana_a1
2026-03-19,9.23,2.21,1.98,0.014,poiana_a1
2026-03-20,7.62,2.32,1.53,0.018,poiana_a1
2026-03-21,6.88,2.28,2.12,0.014,poiana_a1
2026-03-22,6.85,2.76,1.79,0.023,poiana_a1
2026-03-23,7.69,2.79,2.0,0.021,poiana_a1
2026-03-24,8.72,2.02,2.06,0.013,poiana_a1
2026-03-25,10.03,1.63,1.8,0.024,poiana_a1
2026-03-26,8.16,2.46,2.09,0.016,poiana_a1
2026-03-27,7.5,2.7,1.76,0.015,poiana_a1
2026-03-28,7.03,2.17,2.4,0.027,poiana_a1
2026-03-29,7.6,2.65,1.67,0.027,poiana_a1
2026-03-30,8.55,2.4,2.16,0.023,poiana_a1
2026-03-31,8.69,1.96,1.77,0.018,poiana_a1
2026-04-01,8.79,2.29,2.23,0.033,poiana_a1
2026-04-02,8.21,2.49,2.37,0.015,poiana_a1
2026-04-03,7.87,2.07,2.09,0.017,poiana_a1
2026-04-04,6.59,2.43,2.03,0.027,poiana_a1
2026-04-05,7.84,2.43,2.34,0.035,poiana_a1
2026-04-06,6.95,2.79,2.06,0.0,poiana_a1
2026-04-07,10.37,2.89,1.63,0.01,poiana_a1
2026-04-08,8.18,2.77,2.34,0.032,poiana_a1
2026-04-09,7.92,2.38,2.17,0.008,poiana_a1
2026-04-10,8.66,2.0,2.25,0.01,poiana_a1
2026-04-11,8.74,2.8,2.18,0.024,poiana_a1
2026-04-12,7.09,2.62,1.54,0.008,poiana_a1
2026-04-13,8.84,2.55,2.0,0.012,poiana_a1
2026-04-14,8.8,2.33,1.98,0.027,poiana_a1
2026-04-15,7.73,2.78,2.31,0.021,poiana_a1
2026-04-16,7.67,2.57,1.91,0.012,poiana_a1
2026-04-17,7.44,2.28,2.35,0.023,poiana_a1
2026-04-18,7.02,2.81,1.9,0.037,poiana_a1
2026-04-19,6.83,2.86,2.13,0.025,poiana_a1
2026-04-20,8.51,2.63,1.74,0.02,poiana_a1
2026-04-21,8.05,2.03,1.44,0.009,poiana_a1
2026-04-22,9.06,2.13,2.16,0.034,poiana_a1
2026-04-23,8.59,2.93,1.95,0.007,poiana_a1
2026-04-24,7.57,3.0,2.19,0.004,poiana_a1
2026-04-25,8.03,2.12,2.5,0.026,poiana_a1
2026-04-26,7.83,2.84,2.36,0.001,poiana_a1
2026-04-27,8.21,2.28,2.63,0.015,poiana_a1
2026-04-28,8.0,2.37,2.12,0.0,poiana_a1
2026-04-29,9.28,1.59,1.73,0.017,poiana_a1
2026-04-30,8.82,2.94,1.78,0.012,poiana_a1
2026-05-01,8.89,2.13,1.57,0.027,poiana_a1
2026-05-02,5.99,3.26,2.0,0.023,poiana_a1
2026-05-03,8.57,2.02,2.42,0.018,poiana_a1
2026-05-04,8.14,2.51,1.99,0.017,poiana_a1
2026-05-05,7.09,2.44,2.6,0.032,poiana_a1
2026-05-06,6.88,2.37,2.33,0.045,poiana_a1
2026-05-07,7.48,2.75,2.18,0.023,poiana_a1
2026-05-08,9.99,2.67,2.08,0.01,poiana_a1
2026-05-09,9.38,1.83,1.7,0.015,poiana_a1
2026-05-10,9.05,1.69,1.7,0.029,poiana_a1
2026-05-11,9.66,1.65,2.21,0.001,poiana_a1
2026-05-12,8.04,2.22,1.72,0.024,poiana_a1
2026-05-13,7.9,2.28,1.9,0.018,poiana_a1
2026-05-14,9.65,2.35,2.55,0.012,poiana_a1
2026-05-15,6.94,2.43,2.4,0.013,poiana_a1
