date,pgv_mm_per_s,site_id
2026-01-14,0.93,curtea_arges
2026-01-15,2.17,curtea_arges
2026-01-16,3.59,curtea_arges
2026-01-17,2.74,curtea_arges
2026-01-18,4.19,curtea_arges
2026-01-19,0.42,curtea_arges
2026-01-20,0.62,curtea_arges
2026-01-21,0.11,curtea_arges
2026-01-22,1.59,curtea_arges
2026-01-23,0.26,curtea_arges
2026-01-24,1.75,curtea_arges
2026-01-25,2.99,curtea_arges
2026-01-26,0.57,curtea_arges
2026-01-27,0.13,curtea_arges
2026-01-28,2.44,curtea_arges
2026-01-29,1.06,curtea_arges
2026-01-30,1.78,curtea_arges
2026-01-31,0.73,curtea_arges
2026-02-01,1.41,curtea_arges
2026-02-02,1.32,curtea_arges
2026-02-03,10.16,curtea_arges
2026-02-04,0.2,curtea_arges
2026-02-05,4.73,curtea_arges
2026-02-06,0.84,curtea_arges
2026-02-07,0.36,curtea_arges
2026-02-08,2.75,curtea_arges
2026-02-09,1.76,curtea_arges
2026-02-10,0.37,curtea_arges
2026-02-11,0.89,curtea_arges
2026-02-12,0.52,curtea_arges
2026-02-13,0.44,curtea_arges
2026-02-14,5.92,curtea_arges
2026-02-15,0.29,curtea_arges
2026-02-16,3.79,curtea_arges
2026-02-17,3.93,curtea_arges
2026-02-18,0.63,curtea_arges
2026-02-19,0.64,curtea_arges
2026-02-20,0.25,curtea_arges
2026-02-21,3.88,curtea_arges
2026-02-22,5.81,curtea_arges
2026-02-23,0.1,curtea_arges
2026-02-24,1.07,curtea_arges
2026-02-25,0.47,curtea_arges
2026-02-26,0.09,curtea_arges
2026-02-27,4.76,curtea_arges
2026-02-28,1.34,curtea_arges
2026-03-01,0.31,curtea_arges
2026-03-02,1.59,curtea_arges
2026-03-03,3.88,curtea_arges
2026-03-04,3.49,curtea_arges
2026-03-05,8.62,curtea_arges
2026-03-06,0.16,curtea_arges
2026-03-07,0.73,curtea_arges
2026-03-08,2.02,curtea_arges
2026-03-09,7.38,curtea_arges
2026-03-10,2.73,curtea_arges
2026-03-11,3.0,curtea_arges
2026-03-12,8.91,curtea_arges
2026-03-13,0.7,curtea_arges
2026-03-14,2.84,curtea_arges
2026-03-15,2.32,curtea_arges
2026-03-16,0.46,curtea_arges
2026-03-17,2.65,curtea_arges
2026-03-18,0.73,curtea_arges
2026-03-19,3.62,curtea_arges
2026-03-20,1.3,curtea_arges
2026-03-21,3.76,curtea_arges
2026-03-22,9.78,curtea_arges
2026-03-23,0.87,curtea_arges
2026-03-24,0.97,curtea_arges
2026-03-25,4.77,curtea_arges
2026-03-26,0.5,curtea_arges
2026-03-27,6.51,curtea_arges
2026-03-28,0.28,curtea_arges
2026-03-29,2.36,curtea_arges
2026-03-30,0.34,curtea_arges
2026-03-31,0.56,curtea_arges
2026-04-01,7.08,curtea_arges
2026-04-02,0.74,curtea_arges
2026-04-03,3.4,curtea_arges
2026-04-04,0.89,curtea_arges
2026-04-05,4.64,curtea_arges
2026-04-06,1.73,curtea_arges
2026-04-07,1.36,curtea_arges
2026-04-08,5.78,curtea_arges
2026-04-09,4.66,curtea_arges
2026-04-10,2.61,curtea_arges
2026-04-11,0.32,curtea_arges
2026-04-12,0.98,curtea_arges
2026-04-13,0.62,curtea_arges
2026-04-14,4.79,curtea_arges
2026-04-15,1.58,curtea_arges
2026-04-16,1.79,curtea_arges
2026-04-17,0.13,curtea_arges
2026-04-18,1.45,curtea_arges
2026-04-19,0.52,curtea_arges
2026-04-20,1.18,curtea_arges
2026-04-21,0.87,curtea_arges
2026-04-22,0.62,curtea_arges
2026-04-23,0.99,curtea_arges
2026-04-24,0.75,curtea_arges
2026-04-25,1.31,curtea_arges
2026-04-26,1.68,curtea_arges
2026-04-27,1.93,curtea_arges
2026-04-28,9.91,curtea_arges
2026-04-29,8.01,curtea_arges
2026-04-30,0.58,curtea_arges
2026-05-01,9.04,curtea_arges
2026-05-02,4.57,curtea_arges
2026-05-03,1.65,curtea_arges
2026-05-04,2.17,curtea_arges
2026-05-05,3.62,curtea_arges
2026-05-06,0.61,curtea_arges
2026-05-07,0.24,curtea_arges
2026-05-08,1.16,curtea_arges
2026-05-09,2.35,curtea_arges
2026-05-10,10.17,curtea_arges
2026-05-11,1.01,curtea_arges
2026-05-12,9.42,curtea_arges
2026-05-13,1.03,curtea_arges
2026-05-14,0.76,curtea_arges
2026-05-15,0.39,curtea_arges
