date,precipitation_mm,infiltration_l_per_hour,water_table_m,site_id
2026-04-06,0.1,193.0,-7.91,meses_a3
2026-04-07,0.0,185.0,-7.89,meses_a3
2026-04-08,0.5,182.0,-7.86,meses_a3
2026-04-09,1.3,183.0,-8.09,meses_a3
2026-04-10,0.0,177.0,-7.78,meses_a3
2026-04-11,0.0,172.0,-8.01,meses_a3
2026-04-12,0.0,165.0,-7.97,meses_a3
2026-04-13,0.0,159.0,-7.91,meses_a3
2026-04-14,0.0,157.0,-8.0,meses_a3
2026-04-15,0.0,154.0,-8.03,meses_a3
2026-04-16,0.0,153.0,-8.01,meses_a3
2026-04-17,1.7,162.0,-7.91,meses_a3
2026-04-18,0.0,160.0,-7.84,meses_a3
2026-04-19,0.0,158.0,-7.83,meses_a3
2026-04-20,5.7,189.0,-7.89,meses_a3
2026-04-21,1.0,188.0,-7.97,meses_a3
2026-04-22,0.0,181.0,-8.06,meses_a3
2026-04-23,0.0,175.0,-8.06,meses_a3
2026-04-24,0.0,170.0,-8.0,meses_a3
2026-04-25,0.0,167.0,-8.07,meses_a3
2026-04-26,0.0,164.0,-8.05,meses_a3
2026-04-27,0.0,161.0,-7.86,meses_a3
2026-04-28,0.0,159.0,-7.97,meses_a3
2026-04-29,0.0,157.0,-8.01,meses_a3
2026-04-30,0.4,158.0,-8.18,meses_a3
2026-05-01,0.0,157.0,-7.94,meses_a3
2026-05-02,0.0,155.0,-7.87,meses_a3
2026-05-03,0.0,154.0,-8.02,meses_a3
2026-05-04,0.0,153.0,-8.14,meses_a3
2026-05-05,0.0,151.0,-8.07,meses_a3
2026-05-06,0.1,151.0,-7.94,meses_a3
2026-05-07,2.3,164.0,-7.98,meses_a3
2026-05-08,1.4,170.0,-8.04,meses_a3
2026-05-09,0.2,167.0,-8.01,meses_a3
2026-05-10,0.5,167.0,-8.04,meses_a3
2026-05-11,12.0,233.0,-8.01,meses_a3
2026-05-12,1.8,228.0,-8.03,meses_a3
2026-05-13,11.1,277.0,-7.97,meses_a3
2026-05-14,0.0,254.0,-8.18,meses_a3
2026-05-15,0.6,239.0,-8.05,meses_a3
