date,co_mg_m3,no2_mg_m3,pm10_mg_m3,ch4_pct_vol,site_id
2025-12-25,8.31,2.66,1.66,0.28,livezeni
2025-12-26,8.67,2.24,2.07,0.3,livezeni
2025-12-27,4.98,1.91,1.67,0.245,livezeni
2025-12-28,8.42,2.66,2.24,0.289,livezeni
2025-12-29,10.24,3.72,1.74,0.276,livezeni
2025-12-30,7.0,2.31,2.33,0.331,livezeni
2025-12-31,8.01,3.26,2.07,0.367,livezeni
2026-01-01,8.94,2.35,2.58,0.361,livezeni
2026-01-02,7.02,2.2,1.85,0.322,livezeni
2026-01-03,8.23,1.85,2.07,0.177,livezeni
2026-01-04,9.96,3.33,2.15,0.333,livezeni
2026-01-05,7.72,2.84,2.05,0.405,livezeni
2026-01-06,8.21,2.08,1.95,0.188,livezeni
2026-01-07,6.76,2.61,1.81,0.263,livezeni
2026-01-08,7.12,3.13,2.56,0.383,livezeni
2026-01-09,9.08,2.3,1.83,0.39,livezeni
2026-01-10,6.38,2.06,2.02,0.287,livezeni
2026-01-11,8.83,2.83,1.83,0.319,livezeni
2026-01-12,8.53,2.1,2.29,0.308,livezeni
2026-01-13,7.75,2.81,1.57,0.332,livezeni
2026-01-14,9.24,3.55,2.43,0.292,livezeni
2026-01-15,9.74,2.7,2.03,0.327,livezeni
2026-01-16,10.72,2.45,2.08,0.278,livezeni
2026-01-17,10.14,2.9,1.93,0.115,livezeni
2026-01-18,10.82,2.74,2.34,0.321,livezeni
2026-01-19,8.36,1.9,2.13,0.196,livezeni
2026-01-20,8.21,2.5,2.44,0.268,livezeni
2026-01-21,6.4,2.76,2.17,0.269,livezeni
2026-01-22,8.56,2.87,2.13,0.359,livezeni
2026-01-23,8.5,2.81,2.25,0.246,livezeni
2026-01-24,7.65,2.9,1.67,0.346,livezeni
2026-01-25,7.14,2.42,2.58,0.204,livezeni
2026-01-26,7.87,2.36,2.46,0.296,livezeni
2026-01-27,9.51,2.38,1.97,0.338,livezeni
2026-01-28,7.07,3.11,1.8,0.343,livezeni
2026-01-29,9.02,1.51,1.79,0.387,livezeni
2026-01-30,5.99,2.66,2.14,0.406,livezeni
2026-01-31,6.85,2.64,2.29,0.218,livezeni
2026-02-01,9.52,2.51,2.5,0.285,livezeni
2026-02-02,9.02,2.27,1.45,0.466,livezeni
2026-02-03,8.24,2.94,1.77,0.29,livezeni
2026-02-04,8.04,2.69,1.84,0.268,livezeni
2026-02-05,9.74,2.09,1.69,0.345,livezeni
2026-02-06,6.96,3.07,2.08,0.383,livezeni
2026-02-07,4.49,2.49,2.36,0.361,livezeni
2026-02-08,8.53,2.89,1.46,0.371,livezeni
2026-02-09,7.22,3.34,1.78,0.292,livezeni
2026-02-10,7.97,2.24,1.75,0.424,livezeni
2026-02-11,7.18,2.76,1.89,0.266,livezeni
2026-02-12,7.42,2.15,1.87,0.31,livezeni
2026-02-13,9.43,1.94,1.62,0.314,livezeni
2026-02-14,8.7,2.43,2.15,0.277,livezeni
2026-02-15,9.0,2.47,2.15,0.201,livezeni
2026-02-16,7.87,2.7,2.19,0.313,livezeni
2026-02-17,9.53,2.47,2.03,0.379,livezeni
2026-02-18,7.86,2.55,2.37,0.264,livezeni
2026-02-19,7.62,2.21,1.71,0.317,livezeni
2026-02-20,7.48,2.41,1.48,0.25,livezeni
2026-02-21,8.24,2.82,2.33,0.31,livezeni
2026-02-22,7.69,2.17,1.76,0.309,livezeni
2026-02-23,7.66,2.27,1.92,0.245,livezeni
2026-02-24,8.05,2.41,1.72,0.407,livezeni
2026-02-25,5.87,2.9,2.0,0.407,livezeni
2026-02-26,8.87,3.06,1.98,0.233,livezeni
2026-02-27,6.68,2.78,1.95,0.397,livezeni
2026-02-28,8.59,2.23,1.83,0.402,livezeni
2026-03-01,7.21,2.44,2.23,0.295,livezeni
2026-03-02,9.31,2.85,1.88,0.306,livezeni
2026-03-03,7.75,2.46,1.2,0.249,livezeni
2026-03-04,6.85,2.39,1.85,0.318,livezeni
2026-03-05,7.64,2.52,2.09,0.393,livezeni
2026-03-06,8.39,2.64,2.05,0.315,livezeni
2026-03-07,8.06,2.77,2.3,0.259,livezeni
2026-03-08,6.93,2.67,2.12,0.422,livezeni
2026-03-09,8.22,1.88,1.97,0.233,livezeni
2026-03-10,8.02,1.52,1.49,0.27,livezeni
2026-03-11,9.9,2.18,2.26,0.428,livezeni
2026-03-12,7.47,2.3,1.71,0.348,livezeni
2026-03-13,7.58,2.47,1.63,0.3,livezeni
2026-03-14,8.72,2.09,2.28,0.286,livezeni
2026-03-15,9.01,2.43,2.0,0.259,livezeni
2026-03-16,7.57,2.01,2.07,0.167,livezeni
2026-03-17,7.88,2.63,2.29,0.379,livezeni
2026-03-18,7.14,2.68,1.59,0.263,livezeni
2026-03-19,7.17,2.28,1.94,0.372,livezeni
2026-03-20,7.83,2.53,2.13,0.157,livezeni
2026-03-21,7.84,2.48,2.01,0.256,livezeni
2026-03-22,7.11,3.16,2.43,0.388,livezeni
2026-03-23,8.74,1.93,1.91,0.376,livezeni
2026-03-24,8.78,2.14,1.59,0.305,livezeni
2026-03-25,8.36,2.33,1.82,0.29,livezeni
2026-03-26,9.13,2.68,2.17,0.371,livezeni
2026-03-27,6.9,1.68,2.26,0.437,livezeni
2026-03-28,7.66,2.49,1.73,0.435,livezeni
2026-03-29,9.06,2.79,2.24,0.208,livezeni
2026-03-30,9.48,2.66,1.85,0.28,livezeni
2026-03-31,5.76,2.75,1.81,0.352,livezeni
2026-04-01,7.85,3.56,1.98,0.304,livezeni
2026-04-02,8.12,2.63,2.39,0.303,livezeni
2026-04-03,7.14,2.78,2.08,0.344,livezeni
2026-04-04,7.51,3.23,1.76,0.283,livezeni
2026-04-05,8.57,2.95,1.49,0.221,livezeni
2026-04-06,9.76,2.47,2.26,0.319,livezeni
2026-04-07,7.96,2.76,2.02,0.194,livezeni
2026-04-08,6.4,2.36,1.92,0.333,livezeni
2026-04-09,7.3,2.35,2.21,0.259,livezeni
2026-04-10,5.53,2.94,1.95,0.145,livezeni
2026-04-11,7.23,3.0,2.06,0.332,livezeni
2026-04-12,7.46,2.31,2.12,0.239,livezeni
2026-04-13,6.92,1.72,2.2,0.322,livezeni
2026-04-14,7.21,2.97,1.9,0.242,livezeni
2026-04-15,8.11,2.95,2.44,0.171,livezeni
2026-04-16,7.8,2.1,1.6,0.423,livezeni
2026-04-17,9.39,2.91,2.25,0.329,livezeni
2026-04-18,8.55,2.77,1.71,0.224,livezeni
2026-04-19,8.8,2.78,1.83,0.269,livezeni
2026-04-20,8.95,1.76,2.18,0.222,livezeni
2026-04-21,9.42,2.98,1.53,0.245,livezeni
2026-04-22,7.87,2.37,2.14,0.254,livezeni
2026-04-23,7.18,2.45,1.67,0.341,livezeni
2026-04-24,6.69,2.54,1.96,0.405,livezeni
2026-04-25,8.74,2.22,2.38,0.337,livezeni
2026-04-26,8.06,2.22,1.95,0.16,livezeni
2026-04-27,8.52,1.95,2.05,0.406,livezeni
2026-04-28,7.92,3.15,2.29,0.32,livezeni
2026-04-29,8.3,3.11,2.32,0.191,livezeni
2026-04-30,8.66,3.0,1.75,0.245,livezeni
2026-05-01,9.92,2.27,2.13,0.201,livezeni
2026-05-02,8.69,2.39,2.04,0.312,livezeni
2026-05-03,7.46,2.66,2.51,0.26,livezeni
2026-05-04,8.8,2.65,1.83,0.324,livezeni
2026-05-05,8.39,2.48,1.98,0.327,livezeni
2026-05-06,9.51,3.06,1.48,0.279,livezeni
2026-05-07,8.51,2.69,2.1,0.322,livezeni
2026-05-08,9.25,1.63,2.31,0.19,livezeni
2026-05-09,6.84,2.73,1.96,0.205,livezeni
2026-05-10,8.0,2.93,1.86,0.371,livezeni
2026-05-11,7.87,2.44,1.67,0.256,livezeni
2026-05-12,9.37,2.23,1.94,0.13,livezeni
2026-05-13,8.04,2.69,2.09,0.374,livezeni
2026-05-14,7.59,1.57,1.78,0.281,livezeni
2026-05-15,8.78,2.07,2.58,0.383,livezeni
