date,precipitation_mm,infiltration_l_per_hour,water_table_m,site_id
2026-02-02,0.4,180.0,-7.99,praid
2026-02-03,0.0,175.0,-8.01,praid
2026-02-04,0.0,170.0,-8.02,praid
2026-02-05,0.7,171.0,-8.04,praid
2026-02-06,0.6,170.0,-8.03,praid
2026-02-07,0.8,170.0,-7.95,praid
2026-02-08,2.9,183.0,-7.88,praid
2026-02-09,3.7,198.0,-7.89,praid
2026-02-10,0.0,187.0,-8.05,praid
2026-02-11,0.0,180.0,-7.77,praid
2026-02-12,0.0,175.0,-8.07,praid
2026-02-13,0.0,170.0,-7.98,praid
2026-02-14,0.1,167.0,-7.9,praid
2026-02-15,9.0,215.0,-8.05,praid
2026-02-16,2.4,217.0,-7.91,praid
2026-02-17,4.3,229.0,-7.9,praid
2026-02-18,8.4,263.0,-7.8,praid
2026-02-19,0.3,244.0,-8.23,praid
2026-02-20,0.0,227.0,-7.96,praid
2026-02-21,1.7,222.0,-8.12,praid
2026-02-22,0.5,212.0,-7.97,praid
2026-02-23,6.9,239.0,-7.84,praid
2026-02-24,6.2,258.0,-8.13,praid
2026-02-25,0.8,243.0,-7.99,praid
2026-02-26,0.0,226.0,-7.9,praid
2026-02-27,0.0,212.0,-7.94,praid
2026-02-28,0.0,201.0,-7.91,praid
2026-03-01,0.0,192.0,-8.05,praid
2026-03-02,0.0,182.0,-7.91,praid
2026-03-03,0.0,175.0,-7.89,praid
2026-03-04,0.0,169.0,-8.05,praid
2026-03-05,0.0,163.0,-8.0,praid
2026-03-06,0.0,161.0,-7.9,praid
2026-03-07,0.0,159.0,-7.89,praid
2026-03-08,0.0,157.0,-7.9,praid
2026-03-09,0.0,155.0,-7.88,praid
2026-03-10,0.0,152.0,-7.85,praid
2026-03-11,0.0,150.0,-8.0,praid
2026-03-12,0.0,150.0,-7.91,praid
2026-03-13,0.0,150.0,-7.93,praid
2026-03-14,0.0,150.0,-8.0,praid
2026-03-15,0.0,150.0,-7.89,praid
2026-03-16,0.0,150.0,-7.9,praid
2026-03-17,0.0,150.0,-7.8,praid
2026-03-18,0.0,150.0,-7.94,praid
2026-03-19,0.0,150.0,-7.94,praid
2026-03-20,0.0,150.0,-7.94,praid
2026-03-21,0.0,150.0,-7.91,praid
2026-03-22,0.0,150.0,-7.75,praid
2026-03-23,0.0,150.0,-8.0,praid
2026-03-24,0.1,151.0,-7.9,praid
2026-03-25,0.0,150.0,-7.96,praid
2026-03-26,0.0,150.0,-7.8,praid
2026-03-27,0.0,150.0,-8.1,praid
2026-03-28,12.8,224.0,-8.08,praid
2026-03-29,7.0,250.0,-8.04,praid
2026-03-30,4.1,256.0,-8.27,praid
2026-03-31,4.8,264.0,-8.16,praid
2026-04-01,0.7,247.0,-8.1,praid
2026-04-02,0.1,230.0,-8.07,praid
2026-04-03,3.7,237.0,-8.14,praid
2026-04-04,0.3,223.0,-7.77,praid
2026-04-05,0.0,210.0,-8.08,praid
2026-04-06,0.1,199.0,-7.98,praid
2026-04-07,0.0,190.0,-7.96,praid
2026-04-08,0.4,185.0,-7.85,praid
2026-04-09,2.8,195.0,-8.09,praid
2026-04-10,0.0,187.0,-8.08,praid
2026-04-11,0.0,180.0,-8.04,praid
2026-04-12,0.0,171.0,-8.04,praid
2026-04-13,0.0,165.0,-8.0,praid
2026-04-14,0.0,161.0,-8.11,praid
2026-04-15,0.0,158.0,-7.82,praid
2026-04-16,0.1,157.0,-8.02,praid
2026-04-17,3.1,173.0,-7.93,praid
2026-04-18,0.4,220.0,-8.15,praid
2026-04-19,0.0,224.0,-7.93,praid
2026-04-20,3.1,246.0,-7.97,praid
2026-04-21,8.1,294.0,-8.09,praid
2026-04-22,1.3,296.0,-8.08,praid
2026-04-23,0.0,292.0,-8.06,praid
2026-04-24,0.0,290.0,-7.99,praid
2026-04-25,0.0,291.0,-8.07,praid
2026-04-26,0.0,293.0,-8.11,praid
2026-04-27,0.0,297.0,-7.99,praid
2026-04-28,0.0,302.0,-8.13,praid
2026-04-29,0.3,309.0,-8.14,praid
2026-04-30,1.6,324.0,-8.07,praid
2026-05-01,0.3,332.0,-8.12,praid
2026-05-02,1.3,344.0,-8.2,praid
2026-05-03,0.0,350.0,-8.04,praid
2026-05-04,0.1,357.0,-8.17,praid
2026-05-05,0.0,363.0,-8.11,praid
2026-05-06,0.0,369.0,-8.13,praid
2026-05-07,0.3,380.0,-8.3,praid
2026-05-08,2.1,401.0,-8.11,praid
2026-05-09,8.9,460.0,-8.31,praid
2026-05-10,4.1,482.0,-8.41,praid
2026-05-11,0.2,481.0,-8.24,praid
2026-05-12,3.3,499.0,-8.28,praid
2026-05-13,17.0,595.0,-8.63,praid
2026-05-14,0.0,578.0,-8.3,praid
2026-05-15,0.0,566.0,-8.4,praid
