date,precipitation_mm,infiltration_l_per_hour,water_table_m,site_id
2026-02-05,4.7,186.0,-8.1,targu_ocna
2026-02-06,8.4,227.0,-7.76,targu_ocna
2026-02-07,0.0,212.0,-7.95,targu_ocna
2026-02-08,4.0,224.0,-8.0,targu_ocna
2026-02-09,2.7,226.0,-7.99,targu_ocna
2026-02-10,0.0,212.0,-7.99,targu_ocna
2026-02-11,0.0,199.0,-8.12,targu_ocna
2026-02-12,0.0,190.0,-8.0,targu_ocna
2026-02-13,0.0,183.0,-7.92,targu_ocna
2026-02-14,0.0,177.0,-8.08,targu_ocna
2026-02-15,6.6,210.0,-7.97,targu_ocna
2026-02-16,2.4,213.0,-8.2,targu_ocna
2026-02-17,7.0,241.0,-8.06,targu_ocna
2026-02-18,12.7,297.0,-8.16,targu_ocna
2026-02-19,0.0,271.0,-8.05,targu_ocna
2026-02-20,0.2,249.0,-8.12,targu_ocna
2026-02-21,2.3,242.0,-7.93,targu_ocna
2026-02-22,0.0,225.0,-8.07,targu_ocna
2026-02-23,1.7,220.0,-8.1,targu_ocna
2026-02-24,3.8,228.0,-8.08,targu_ocna
2026-02-25,5.7,247.0,-8.15,targu_ocna
2026-02-26,0.0,229.0,-7.99,targu_ocna
2026-02-27,0.0,215.0,-8.04,targu_ocna
2026-02-28,0.0,203.0,-7.86,targu_ocna
2026-03-01,0.0,193.0,-7.95,targu_ocna
2026-03-02,0.0,184.0,-7.9,targu_ocna
2026-03-03,0.0,177.0,-8.05,targu_ocna
2026-03-04,0.0,170.0,-8.05,targu_ocna
2026-03-05,0.0,163.0,-8.0,targu_ocna
2026-03-06,0.0,160.0,-7.97,targu_ocna
2026-03-07,0.0,159.0,-8.03,targu_ocna
2026-03-08,0.0,156.0,-7.97,targu_ocna
2026-03-09,0.0,155.0,-7.79,targu_ocna
2026-03-10,0.0,154.0,-7.78,targu_ocna
2026-03-11,0.0,152.0,-7.97,targu_ocna
2026-03-12,0.0,150.0,-7.91,targu_ocna
2026-03-13,0.0,150.0,-7.97,targu_ocna
2026-03-14,0.0,150.0,-7.87,targu_ocna
2026-03-15,0.0,150.0,-7.97,targu_ocna
2026-03-16,0.0,150.0,-8.06,targu_ocna
2026-03-17,0.0,150.0,-7.82,targu_ocna
2026-03-18,0.2,151.0,-7.88,targu_ocna
2026-03-19,0.4,153.0,-7.88,targu_ocna
2026-03-20,2.1,165.0,-8.0,targu_ocna
2026-03-21,1.6,171.0,-7.89,targu_ocna
2026-03-22,2.1,179.0,-8.05,targu_ocna
2026-03-23,0.3,176.0,-7.84,targu_ocna
2026-03-24,0.0,171.0,-7.89,targu_ocna
2026-03-25,0.0,167.0,-7.86,targu_ocna
2026-03-26,0.2,165.0,-7.75,targu_ocna
2026-03-27,0.9,168.0,-7.9,targu_ocna
2026-03-28,18.1,268.0,-8.25,targu_ocna
2026-03-29,22.8,377.0,-8.24,targu_ocna
2026-03-30,9.0,387.0,-8.35,targu_ocna
2026-03-31,7.9,390.0,-8.14,targu_ocna
2026-04-01,0.1,347.0,-8.29,targu_ocna
2026-04-02,5.4,342.0,-8.24,targu_ocna
2026-04-03,4.6,333.0,-8.24,targu_ocna
2026-04-04,1.1,306.0,-8.23,targu_ocna
2026-04-05,0.0,277.0,-8.09,targu_ocna
2026-04-06,0.2,255.0,-8.16,targu_ocna
2026-04-07,2.5,250.0,-8.25,targu_ocna
2026-04-08,4.8,259.0,-8.07,targu_ocna
2026-04-09,4.6,266.0,-8.08,targu_ocna
2026-04-10,0.0,245.0,-8.07,targu_ocna
2026-04-11,0.0,227.0,-8.17,targu_ocna
2026-04-12,0.2,209.0,-8.03,targu_ocna
2026-04-13,0.5,195.0,-7.8,targu_ocna
2026-04-14,0.0,184.0,-8.06,targu_ocna
2026-04-15,0.0,176.0,-8.02,targu_ocna
2026-04-16,0.1,172.0,-8.08,targu_ocna
2026-04-17,6.2,202.0,-8.08,targu_ocna
2026-04-18,0.0,191.0,-7.99,targu_ocna
2026-04-19,0.0,183.0,-7.85,targu_ocna
2026-04-20,1.2,184.0,-8.0,targu_ocna
2026-04-21,1.0,184.0,-8.06,targu_ocna
2026-04-22,0.4,179.0,-7.96,targu_ocna
2026-04-23,0.0,172.0,-7.94,targu_ocna
2026-04-24,0.0,167.0,-8.1,targu_ocna
2026-04-25,0.0,164.0,-7.95,targu_ocna
2026-04-26,0.1,162.0,-8.01,targu_ocna
2026-04-27,0.0,160.0,-7.87,targu_ocna
2026-04-28,0.0,158.0,-8.08,targu_ocna
2026-04-29,0.1,157.0,-7.95,targu_ocna
2026-04-30,1.7,165.0,-7.95,targu_ocna
2026-05-01,0.0,163.0,-8.08,targu_ocna
2026-05-02,9.1,211.0,-8.0,targu_ocna
2026-05-03,0.0,200.0,-7.95,targu_ocna
2026-05-04,0.3,192.0,-7.88,targu_ocna
2026-05-05,0.0,184.0,-8.02,targu_ocna
2026-05-06,0.0,178.0,-7.83,targu_ocna
2026-05-07,0.0,173.0,-7.99,targu_ocna
2026-05-08,7.6,212.0,-8.07,targu_ocna
2026-05-09,21.4,323.0,-8.07,targu_ocna
2026-05-10,8.2,339.0,-8.07,targu_ocna
2026-05-11,0.1,305.0,-7.95,targu_ocna
2026-05-12,0.9,282.0,-8.14,targu_ocna
2026-05-13,7.7,302.0,-8.12,targu_ocna
2026-05-14,0.0,275.0,-7.93,targu_ocna
2026-05-15,0.0,252.0,-8.14,targu_ocna
