date,precipitation_mm,infiltration_l_per_hour,water_table_m,site_id
2026-01-27,20.8,329.0,-8.2,margina_holdea_t1
2026-01-28,0.0,294.0,-8.2,margina_holdea_t1
2026-01-29,6.6,305.0,-8.16,margina_holdea_t1
2026-01-30,1.3,285.0,-8.18,margina_holdea_t1
2026-01-31,0.9,265.0,-8.11,margina_holdea_t1
2026-02-01,0.5,247.0,-8.1,margina_holdea_t1
2026-02-02,3.0,246.0,-7.94,margina_holdea_t1
2026-02-03,0.0,229.0,-7.9,margina_holdea_t1
2026-02-04,1.5,223.0,-8.04,margina_holdea_t1
2026-02-05,0.0,210.0,-7.89,margina_holdea_t1
2026-02-06,0.0,199.0,-8.05,margina_holdea_t1
2026-02-07,0.4,192.0,-7.91,margina_holdea_t1
2026-02-08,0.9,190.0,-7.92,margina_holdea_t1
2026-02-09,0.0,183.0,-7.95,margina_holdea_t1
2026-02-10,0.5,176.0,-7.92,margina_holdea_t1
2026-02-11,0.2,167.0,-8.04,margina_holdea_t1
2026-02-12,0.0,164.0,-7.82,margina_holdea_t1
2026-02-13,0.0,159.0,-8.09,margina_holdea_t1
2026-02-14,0.0,157.0,-7.79,margina_holdea_t1
2026-02-15,16.5,250.0,-7.79,margina_holdea_t1
2026-02-16,0.8,236.0,-8.0,margina_holdea_t1
2026-02-17,7.1,261.0,-8.1,margina_holdea_t1
2026-02-18,3.5,261.0,-8.06,margina_holdea_t1
2026-02-19,0.0,240.0,-8.16,margina_holdea_t1
2026-02-20,8.3,271.0,-8.08,margina_holdea_t1
2026-02-21,4.7,276.0,-7.91,margina_holdea_t1
2026-02-22,0.2,254.0,-8.04,margina_holdea_t1
2026-02-23,4.1,259.0,-7.9,margina_holdea_t1
2026-02-24,18.2,343.0,-8.2,margina_holdea_t1
2026-02-25,1.1,314.0,-8.13,margina_holdea_t1
2026-02-26,0.0,284.0,-8.08,margina_holdea_t1
2026-02-27,0.0,260.0,-8.09,margina_holdea_t1
2026-02-28,0.0,240.0,-8.06,margina_holdea_t1
2026-03-01,0.0,224.0,-7.89,margina_holdea_t1
2026-03-02,0.0,206.0,-8.14,margina_holdea_t1
2026-03-03,0.0,195.0,-7.95,margina_holdea_t1
2026-03-04,0.0,185.0,-8.01,margina_holdea_t1
2026-03-05,0.6,181.0,-8.0,margina_holdea_t1
2026-03-06,0.0,176.0,-8.03,margina_holdea_t1
2026-03-07,0.0,169.0,-7.96,margina_holdea_t1
2026-03-08,0.0,164.0,-8.04,margina_holdea_t1
2026-03-09,0.0,161.0,-7.81,margina_holdea_t1
2026-03-10,0.0,158.0,-7.95,margina_holdea_t1
2026-03-11,0.0,151.0,-7.94,margina_holdea_t1
2026-03-12,0.0,151.0,-8.01,margina_holdea_t1
2026-03-13,0.0,151.0,-8.02,margina_holdea_t1
2026-03-14,0.0,151.0,-7.94,margina_holdea_t1
2026-03-15,0.0,150.0,-7.96,margina_holdea_t1
2026-03-16,0.0,150.0,-7.87,margina_holdea_t1
2026-03-17,0.0,150.0,-8.22,margina_holdea_t1
2026-03-18,0.0,150.0,-7.95,margina_holdea_t1
2026-03-19,0.0,150.0,-7.99,margina_holdea_t1
2026-03-20,0.0,150.0,-8.0,margina_holdea_t1
2026-03-21,0.0,150.0,-7.9,margina_holdea_t1
2026-03-22,0.2,151.0,-7.83,margina_holdea_t1
2026-03-23,0.0,151.0,-8.07,margina_holdea_t1
2026-03-24,0.0,151.0,-8.03,margina_holdea_t1
2026-03-25,0.0,151.0,-7.82,margina_holdea_t1
2026-03-26,0.0,151.0,-7.71,margina_holdea_t1
2026-03-27,10.4,210.0,-7.85,margina_holdea_t1
2026-03-28,4.8,227.0,-7.85,margina_holdea_t1
2026-03-29,1.8,223.0,-7.93,margina_holdea_t1
2026-03-30,2.9,226.0,-8.01,margina_holdea_t1
2026-03-31,0.9,218.0,-7.88,margina_holdea_t1
2026-04-01,0.0,205.0,-8.1,margina_holdea_t1
2026-04-02,1.9,206.0,-7.99,margina_holdea_t1
2026-04-03,5.1,225.0,-8.15,margina_holdea_t1
2026-04-04,2.6,226.0,-8.0,margina_holdea_t1
2026-04-05,0.0,213.0,-8.06,margina_holdea_t1
2026-04-06,0.3,203.0,-7.97,margina_holdea_t1
2026-04-07,0.0,193.0,-7.83,margina_holdea_t1
2026-04-08,0.0,185.0,-8.02,margina_holdea_t1
2026-04-09,1.2,186.0,-7.99,margina_holdea_t1
2026-04-10,0.3,181.0,-7.92,margina_holdea_t1
2026-04-11,0.3,174.0,-8.08,margina_holdea_t1
2026-04-12,0.0,168.0,-8.04,margina_holdea_t1
2026-04-13,0.0,165.0,-8.07,margina_holdea_t1
2026-04-14,0.0,161.0,-8.18,margina_holdea_t1
2026-04-15,0.0,159.0,-7.98,margina_holdea_t1
2026-04-16,0.0,157.0,-7.93,margina_holdea_t1
2026-04-17,1.0,161.0,-8.0,margina_holdea_t1
2026-04-18,0.0,158.0,-7.94,margina_holdea_t1
2026-04-19,0.0,156.0,-7.91,margina_holdea_t1
2026-04-20,3.6,175.0,-7.93,margina_holdea_t1
2026-04-21,1.2,177.0,-8.0,margina_holdea_t1
2026-04-22,0.4,175.0,-7.91,margina_holdea_t1
2026-04-23,0.0,170.0,-7.78,margina_holdea_t1
2026-04-24,0.0,166.0,-8.11,margina_holdea_t1
2026-04-25,0.0,163.0,-7.77,margina_holdea_t1
2026-04-26,0.0,161.0,-8.05,margina_holdea_t1
2026-04-27,0.0,159.0,-7.93,margina_holdea_t1
2026-04-28,0.0,157.0,-7.84,margina_holdea_t1
2026-04-29,0.0,156.0,-7.81,margina_holdea_t1
2026-04-30,0.8,159.0,-8.09,margina_holdea_t1
2026-05-01,0.3,159.0,-8.13,margina_holdea_t1
2026-05-02,0.0,157.0,-8.02,margina_holdea_t1
2026-05-03,0.0,156.0,-7.94,margina_holdea_t1
2026-05-04,0.0,155.0,-7.89,margina_holdea_t1
2026-05-05,0.0,153.0,-7.86,margina_holdea_t1
2026-05-06,0.0,152.0,-7.93,margina_holdea_t1
2026-05-07,9.8,208.0,-7.91,margina_holdea_t1
2026-05-08,0.2,198.0,-7.89,margina_holdea_t1
2026-05-09,7.7,234.0,-7.99,margina_holdea_t1
2026-05-10,0.6,222.0,-8.04,margina_holdea_t1
2026-05-11,1.7,219.0,-8.16,margina_holdea_t1
2026-05-12,13.6,284.0,-8.08,margina_holdea_t1
2026-05-13,16.7,355.0,-7.98,margina_holdea_t1
2026-05-14,0.0,318.0,-8.04,margina_holdea_t1
2026-05-15,0.9,293.0,-8.11,margina_holdea_t1
