date,co_mg_m3,no2_mg_m3,pm10_mg_m3,ch4_pct_vol,site_id
2026-01-06,7.72,3.41,1.5,0.0,margina_holdea_t2
2026-01-07,8.31,2.01,1.97,0.032,margina_holdea_t2
2026-01-08,10.1,3.02,2.13,0.022,margina_holdea_t2
2026-01-09,7.83,2.5,1.93,0.01,margina_holdea_t2
2026-01-10,8.99,3.22,2.23,0.008,margina_holdea_t2
2026-01-11,6.9,2.23,2.28,0.018,margina_holdea_t2
2026-01-12,8.33,3.11,2.21,0.018,margina_holdea_t2
2026-01-13,7.21,1.67,2.32,0.026,margina_holdea_t2
2026-01-14,7.85,2.5,2.1,0.01,margina_holdea_t2
2026-01-15,8.54,2.45,1.81,0.024,margina_holdea_t2
2026-01-16,7.59,2.34,2.23,0.018,margina_holdea_t2
2026-01-17,8.42,2.74,1.67,0.026,margina_holdea_t2
2026-01-18,8.32,2.26,1.85,0.002,margina_holdea_t2
2026-01-19,8.73,2.18,1.88,0.013,margina_holdea_t2
2026-01-20,8.67,2.91,2.13,0.028,margina_holdea_t2
2026-01-21,7.73,2.71,1.6,0.048,margina_holdea_t2
2026-01-22,8.47,2.3,2.05,0.019,margina_holdea_t2
2026-01-23,7.74,3.66,1.83,0.034,margina_holdea_t2
2026-01-24,7.64,2.2,1.92,0.0,margina_holdea_t2
2026-01-25,9.34,2.69,1.84,0.021,margina_holdea_t2
2026-01-26,8.28,2.24,1.98,0.029,margina_holdea_t2
2026-01-27,9.35,2.31,1.87,0.018,margina_holdea_t2
2026-01-28,7.82,2.9,2.08,0.031,margina_holdea_t2
2026-01-29,7.7,2.21,1.54,0.029,margina_holdea_t2
2026-01-30,6.57,2.04,1.39,0.009,margina_holdea_t2
2026-01-31,7.82,1.98,2.09,0.025,margina_holdea_t2
2026-02-01,8.62,2.28,1.88,0.03,margina_holdea_t2
2026-02-02,7.21,2.51,2.15,0.03,margina_holdea_t2
2026-02-03,6.22,2.4,2.65,0.014,margina_holdea_t2
2026-02-04,8.19,2.86,2.25,0.03,margina_holdea_t2
2026-02-05,8.73,2.29,1.7,0.03,margina_holdea_t2
2026-02-06,7.66,2.78,1.76,0.0,margina_holdea_t2
2026-02-07,9.88,2.55,1.92,0.008,margina_holdea_t2
2026-02-08,6.97,2.03,2.34,0.01,margina_holdea_t2
2026-02-09,7.81,2.96,1.86,0.044,margina_holdea_t2
2026-02-10,8.33,2.57,2.43,0.014,margina_holdea_t2
2026-02-11,8.17,3.09,1.83,0.0,margina_holdea_t2
2026-02-12,8.3,2.53,1.98,0.008,margina_holdea_t2
2026-02-13,9.85,2.79,1.66,0.036,margina_holdea_t2
2026-02-14,8.8,3.01,2.02,0.015,margina_holdea_t2
2026-02-15,7.73,2.37,1.81,0.018,margina_holdea_t2
2026-02-16,9.04,2.52,2.17,0.016,margina_holdea_t2
2026-02-17,7.22,2.6,2.05,0.02,margina_holdea_t2
2026-02-18,6.95,2.94,2.07,0.02,margina_holdea_t2
2026-02-19,6.33,2.55,1.98,0.029,margina_holdea_t2
2026-02-20,8.25,1.89,1.88,0.025,margina_holdea_t2
2026-02-21,8.47,2.2,1.95,0.027,margina_holdea_t2
2026-02-22,7.43,1.85,2.2,0.032,margina_holdea_t2
2026-02-23,7.26,1.84,2.16,0.026,margina_holdea_t2
2026-02-24,8.85,2.25,2.07,0.023,margina_holdea_t2
2026-02-25,8.81,2.51,2.32,0.024,margina_holdea_t2
2026-02-26,7.33,2.41,2.3,0.018,margina_holdea_t2
2026-02-27,7.68,2.9,2.32,0.016,margina_holdea_t2
2026-02-28,7.15,2.3,2.06,0.022,margina_holdea_t2
2026-03-01,8.51,2.01,1.81,0.005,margina_holdea_t2
2026-03-02,7.84,2.07,1.94,0.011,margina_holdea_t2
2026-03-03,8.53,2.02,2.11,0.027,margina_holdea_t2
2026-03-04,7.38,2.54,2.47,0.045,margina_holdea_t2
2026-03-05,7.4,2.88,1.86,0.016,margina_holdea_t2
2026-03-06,7.92,2.63,2.11,0.011,margina_holdea_t2
2026-03-07,7.8,2.37,2.08,0.011,margina_holdea_t2
2026-03-08,9.93,2.98,1.47,0.0,margina_holdea_t2
2026-03-09,7.43,2.72,1.84,0.02,margina_holdea_t2
2026-03-10,8.21,2.15,1.87,0.004,margina_holdea_t2
2026-03-11,8.76,2.26,1.65,0.008,margina_holdea_t2
2026-03-12,8.28,2.16,2.23,0.024,margina_holdea_t2
2026-03-13,7.2,2.7,2.17,0.039,margina_holdea_t2
2026-03-14,7.94,2.41,2.15,0.041,margina_holdea_t2
2026-03-15,7.27,2.51,1.55,0.012,margina_holdea_t2
2026-03-16,6.49,2.99,1.75,0.022,margina_holdea_t2
2026-03-17,8.42,2.14,2.22,0.022,margina_holdea_t2
2026-03-18,8.95,2.74,1.7,0.02,margina_holdea_t2
2026-03-19,8.26,1.93,2.21,0.009,margina_holdea_t2
2026-03-20,7.67,2.57,2.22,0.005,margina_holdea_t2
2026-03-21,9.82,2.0,1.72,0.015,margina_holdea_t2
2026-03-22,5.79,2.35,2.7,0.035,margina_holdea_t2
2026-03-23,8.66,2.69,1.79,0.026,margina_holdea_t2
2026-03-24,7.85,3.03,2.02,0.014,margina_holdea_t2
2026-03-25,7.59,2.68,2.16,0.02,margina_holdea_t2
2026-03-26,8.62,2.78,1.63,0.032,margina_holdea_t2
2026-03-27,7.34,2.25,1.95,0.032,margina_holdea_t2
2026-03-28,8.33,2.75,1.32,0.011,margina_holdea_t2
2026-03-29,9.2,2.53,1.51,0.017,margina_holdea_t2
2026-03-30,7.55,3.47,2.31,0.0,margina_holdea_t2
2026-03-31,8.4,2.87,1.74,0.008,margina_holdea_t2
2026-04-01,8.0,2.28,2.25,0.031,margina_holdea_t2
2026-04-02,8.13,2.21,1.93,0.021,margina_holdea_t2
2026-04-03,8.47,2.29,1.75,0.016,margina_holdea_t2
2026-04-04,7.32,1.81,2.31,0.021,margina_holdea_t2
2026-04-05,7.67,2.11,1.88,0.01,margina_holdea_t2
2026-04-06,9.54,2.77,1.83,0.027,margina_holdea_t2
2026-04-07,7.4,2.53,1.82,0.027,margina_holdea_t2
2026-04-08,7.42,2.96,1.91,0.018,margina_holdea_t2
2026-04-09,8.64,2.35,2.15,0.014,margina_holdea_t2
2026-04-10,6.48,2.95,1.95,0.005,margina_holdea_t2
2026-04-11,7.95,1.97,2.02,0.026,margina_holdea_t2
2026-04-12,7.71,2.56,2.46,0.023,margina_holdea_t2
2026-04-13,9.48,2.57,2.41,0.032,margina_holdea_t2
2026-04-14,9.99,2.53,2.15,0.023,margina_holdea_t2
2026-04-15,9.83,3.09,2.06,0.026,margina_holdea_t2
2026-04-16,10.7,2.23,1.93,0.018,margina_holdea_t2
2026-04-17,10.72,2.38,2.32,0.006,margina_holdea_t2
2026-04-18,9.45,2.71,2.65,0.024,margina_holdea_t2
2026-04-19,9.67,2.13,1.84,0.031,margina_holdea_t2
2026-04-20,10.68,3.54,2.29,0.022,margina_holdea_t2
2026-04-21,10.18,2.96,2.6,0.018,margina_holdea_t2
2026-04-22,12.42,2.27,2.93,0.015,margina_holdea_t2
2026-04-23,10.66,2.02,2.66,0.02,margina_holdea_t2
2026-04-24,9.68,2.51,2.06,0.018,margina_holdea_t2
2026-04-25,10.84,2.84,2.38,0.036,margina_holdea_t2
2026-04-26,10.59,2.15,2.41,0.019,margina_holdea_t2
2026-04-27,12.73,2.84,2.39,0.024,margina_holdea_t2
2026-04-28,10.72,2.55,2.47,0.004,margina_holdea_t2
2026-04-29,13.17,2.92,2.24,0.035,margina_holdea_t2
2026-04-30,12.19,2.94,2.48,0.027,margina_holdea_t2
2026-05-01,11.66,2.4,2.42,0.026,margina_holdea_t2
2026-05-02,14.43,2.93,2.72,0.028,margina_holdea_t2
2026-05-03,12.09,2.54,2.38,0.02,margina_holdea_t2
2026-05-04,11.77,1.87,2.07,0.03,margina_holdea_t2
2026-05-05,11.83,2.14,2.54,0.021,margina_holdea_t2
2026-05-06,12.33,2.28,3.36,0.019,margina_holdea_t2
2026-05-07,12.82,2.51,3.13,0.019,margina_holdea_t2
2026-05-08,12.52,2.21,2.89,0.032,margina_holdea_t2
2026-05-09,13.79,2.31,2.45,0.011,margina_holdea_t2
2026-05-10,11.34,2.4,3.18,0.013,margina_holdea_t2
2026-05-11,13.94,2.55,3.12,0.017,margina_holdea_t2
2026-05-12,15.21,2.63,3.16,0.024,margina_holdea_t2
2026-05-13,12.94,2.32,2.6,0.025,margina_holdea_t2
2026-05-14,13.17,2.89,3.11,0.027,margina_holdea_t2
2026-05-15,14.44,2.13,3.18,0.04,margina_holdea_t2
