date,precipitation_mm,infiltration_l_per_hour,water_table_m,site_id
2026-05-06,0.0,155.0,-7.89,livezeni
2026-05-07,0.0,154.0,-7.97,livezeni
2026-05-08,0.2,154.0,-7.88,livezeni
2026-05-09,16.8,249.0,-8.09,livezeni
2026-05-10,0.1,232.0,-7.95,livezeni
2026-05-11,0.9,222.0,-8.08,livezeni
2026-05-12,14.4,292.0,-8.14,livezeni
2026-05-13,7.0,306.0,-8.14,livezeni
2026-05-14,0.0,278.0,-8.16,livezeni
2026-05-15,0.0,254.0,-8.02,livezeni
