date,water_inflow_l_per_min,site_id
2026-04-28,20.1,margina_holdea_t2
2026-04-29,22.0,margina_holdea_t2
2026-04-30,20.6,margina_holdea_t2
2026-05-01,23.0,margina_holdea_t2
2026-05-02,22.0,margina_holdea_t2
2026-05-03,22.0,margina_holdea_t2
2026-05-04,24.2,margina_holdea_t2
2026-05-05,24.4,margina_holdea_t2
2026-05-06,25.4,margina_holdea_t2
2026-05-07,26.0,margina_holdea_t2
2026-05-08,25.9,margina_holdea_t2
2026-05-09,28.7,margina_holdea_t2
2026-05-10,29.1,margina_holdea_t2
2026-05-11,29.9,margina_holdea_t2
2026-05-12,29.5,margina_holdea_t2
2026-05-13,31.5,margina_holdea_t2
2026-05-14,31.3,margina_holdea_t2
2026-05-15,32.7,margina_holdea_t2
