date,precipitation_mm,infiltration_l_per_hour,water_table_m,site_id
2026-03-06,0.0,167.0,-8.05,cacica
2026-03-07,0.0,164.0,-8.09,cacica
2026-03-08,0.0,161.0,-7.9,cacica
2026-03-09,0.0,159.0,-7.93,cacica
2026-03-10,0.0,154.0,-8.02,cacica
2026-03-11,0.0,152.0,-7.95,cacica
2026-03-12,0.0,150.0,-8.06,cacica
2026-03-13,0.0,150.0,-8.09,cacica
2026-03-14,0.0,150.0,-7.91,cacica
2026-03-15,0.0,150.0,-7.9,cacica
2026-03-16,0.0,150.0,-7.85,cacica
2026-03-17,0.0,150.0,-8.09,cacica
2026-03-18,0.4,152.0,-7.82,cacica
2026-03-19,1.6,161.0,-7.97,cacica
2026-03-20,0.3,161.0,-7.92,cacica
2026-03-21,1.3,166.0,-8.0,cacica
2026-03-22,1.4,171.0,-7.87,cacica
2026-03-23,0.0,167.0,-7.91,cacica
2026-03-24,0.0,164.0,-8.05,cacica
2026-03-25,0.0,162.0,-8.01,cacica
2026-03-26,0.0,160.0,-7.84,cacica
2026-03-27,0.1,158.0,-7.84,cacica
2026-03-28,8.4,205.0,-7.97,cacica
2026-03-29,26.5,347.0,-8.1,cacica
2026-03-30,3.2,329.0,-8.02,cacica
2026-03-31,3.3,316.0,-7.96,cacica
2026-04-01,0.2,287.0,-7.98,cacica
2026-04-02,7.2,303.0,-8.1,cacica
2026-04-03,12.6,347.0,-8.32,cacica
2026-04-04,0.0,311.0,-8.0,cacica
2026-04-05,0.0,282.0,-8.17,cacica
2026-04-06,4.1,281.0,-7.87,cacica
2026-04-07,3.4,277.0,-7.97,cacica
2026-04-08,1.7,263.0,-8.05,cacica
2026-04-09,1.1,249.0,-7.91,cacica
2026-04-10,0.0,231.0,-8.12,cacica
2026-04-11,0.0,216.0,-8.2,cacica
2026-04-12,0.2,203.0,-7.88,cacica
2026-04-13,0.1,187.0,-7.94,cacica
2026-04-14,0.0,179.0,-7.95,cacica
2026-04-15,0.1,173.0,-8.24,cacica
2026-04-16,11.3,234.0,-7.98,cacica
2026-04-17,6.0,251.0,-8.03,cacica
2026-04-18,0.4,231.0,-7.94,cacica
2026-04-19,0.2,218.0,-8.04,cacica
2026-04-20,12.5,277.0,-8.05,cacica
2026-04-21,2.2,265.0,-8.08,cacica
2026-04-22,0.3,245.0,-7.96,cacica
2026-04-23,0.0,227.0,-8.17,cacica
2026-04-24,0.0,213.0,-8.1,cacica
2026-04-25,0.0,202.0,-8.13,cacica
2026-04-26,0.8,197.0,-7.89,cacica
2026-04-27,0.0,188.0,-7.85,cacica
2026-04-28,0.0,181.0,-7.88,cacica
2026-04-29,0.0,176.0,-7.93,cacica
2026-04-30,0.8,176.0,-7.8,cacica
2026-05-01,0.0,168.0,-7.9,cacica
2026-05-02,1.5,171.0,-8.11,cacica
2026-05-03,0.0,167.0,-7.86,cacica
2026-05-04,0.0,164.0,-7.95,cacica
2026-05-05,0.0,158.0,-8.23,cacica
2026-05-06,0.0,156.0,-7.91,cacica
2026-05-07,0.0,155.0,-7.89,cacica
2026-05-08,17.9,256.0,-8.08,cacica
2026-05-09,5.7,270.0,-8.0,cacica
2026-05-10,2.7,263.0,-8.1,cacica
2026-05-11,0.0,243.0,-8.05,cacica
2026-05-12,11.0,289.0,-7.99,cacica
2026-05-13,1.5,272.0,-7.83,cacica
2026-05-14,0.0,250.0,-7.85,cacica
2026-05-15,0.0,232.0,-8.0,cacica
