date,co_mg_m3,no2_mg_m3,pm10_mg_m3,ch4_pct_vol,site_id
2026-01-19,8.91,2.89,2.03,0.017,slanic
2026-01-20,7.0,3.14,1.44,0.029,slanic
2026-01-21,7.22,2.62,2.02,0.005,slanic
2026-01-22,9.49,3.32,2.3,0.032,slanic
2026-01-23,8.42,1.96,1.7,0.019,slanic
2026-01-24,6.56,2.42,1.53,0.026,slanic
2026-01-25,8.63,2.16,2.41,0.01,slanic
2026-01-26,10.37,2.96,2.0,0.009,slanic
2026-01-27,8.38,2.86,2.32,0.013,slanic
2026-01-28,9.45,2.35,2.14,0.028,slanic
2026-01-29,7.15,2.63,2.32,0.034,slanic
2026-01-30,9.12,2.41,1.77,0.01,slanic
2026-01-31,8.0,2.29,2.11,0.002,slanic
2026-02-01,8.81,2.22,1.95,0.019,slanic
2026-02-02,7.88,2.04,1.58,0.013,slanic
2026-02-03,7.63,2.26,2.72,0.039,slanic
2026-02-04,6.92,2.92,2.22,0.024,slanic
2026-02-05,9.24,2.49,1.79,0.018,slanic
2026-02-06,8.64,2.37,1.88,0.018,slanic
2026-02-07,8.34,2.51,2.35,0.009,slanic
2026-02-08,8.34,2.93,2.19,0.025,slanic
2026-02-09,8.9,3.2,1.82,0.015,slanic
2026-02-10,8.21,2.2,2.21,0.019,slanic
2026-02-11,8.7,2.45,2.17,0.011,slanic
2026-02-12,9.13,3.14,1.67,0.041,slanic
2026-02-13,8.94,2.03,2.28,0.001,slanic
2026-02-14,7.71,3.0,1.67,0.021,slanic
2026-02-15,7.71,2.44,1.94,0.009,slanic
2026-02-16,8.34,2.62,2.19,0.005,slanic
2026-02-17,9.66,2.3,2.14,0.018,slanic
2026-02-18,7.52,2.74,1.69,0.012,slanic
2026-02-19,8.64,2.53,1.62,0.009,slanic
2026-02-20,7.98,2.51,2.2,0.02,slanic
2026-02-21,8.27,2.37,1.93,0.005,slanic
2026-02-22,8.08,3.15,2.35,0.015,slanic
2026-02-23,7.19,2.27,1.76,0.033,slanic
2026-02-24,7.34,2.4,1.59,0.033,slanic
2026-02-25,8.6,2.27,1.83,0.029,slanic
2026-02-26,7.28,2.55,1.91,0.021,slanic
2026-02-27,7.38,2.4,2.38,0.011,slanic
2026-02-28,8.65,2.58,2.83,0.028,slanic
2026-03-01,6.61,2.67,1.71,0.009,slanic
2026-03-02,9.15,1.75,2.11,0.033,slanic
2026-03-03,6.67,2.72,2.06,0.0,slanic
2026-03-04,7.67,2.48,2.13,0.009,slanic
2026-03-05,10.04,2.33,2.26,0.02,slanic
2026-03-06,8.31,2.54,1.7,0.041,slanic
2026-03-07,6.46,2.99,2.03,0.019,slanic
2026-03-08,8.31,2.26,1.69,0.037,slanic
2026-03-09,7.68,2.94,2.24,0.026,slanic
2026-03-10,9.23,2.27,1.84,0.012,slanic
2026-03-11,8.4,2.05,2.05,0.018,slanic
2026-03-12,9.07,1.95,1.86,0.018,slanic
2026-03-13,9.6,2.01,1.91,0.027,slanic
2026-03-14,7.15,1.94,2.05,0.013,slanic
2026-03-15,7.05,2.35,1.73,0.02,slanic
2026-03-16,6.11,3.4,2.28,0.032,slanic
2026-03-17,8.21,1.68,2.58,0.011,slanic
2026-03-18,8.35,2.54,1.89,0.009,slanic
2026-03-19,7.65,2.9,1.6,0.029,slanic
2026-03-20,8.77,2.73,2.32,0.027,slanic
2026-03-21,7.29,2.69,1.61,0.012,slanic
2026-03-22,7.32,2.88,1.74,0.015,slanic
2026-03-23,8.95,1.7,2.38,0.02,slanic
2026-03-24,7.13,2.8,1.66,0.019,slanic
2026-03-25,8.57,2.73,2.34,0.017,slanic
2026-03-26,7.28,2.25,1.91,0.03,slanic
2026-03-27,6.74,2.65,1.9,0.044,slanic
2026-03-28,6.65,3.09,1.17,0.017,slanic
2026-03-29,7.35,2.5,2.26,0.023,slanic
2026-03-30,9.84,2.46,1.46,0.012,slanic
2026-03-31,8.6,2.65,1.84,0.028,slanic
2026-04-01,8.14,2.39,2.6,0.029,slanic
2026-04-02,8.24,2.9,2.19,0.016,slanic
2026-04-03,7.65,2.18,2.18,0.02,slanic
2026-04-04,7.94,2.59,1.79,0.026,slanic
2026-04-05,7.71,2.16,1.86,0.026,slanic
2026-04-06,8.51,2.49,2.06,0.022,slanic
2026-04-07,8.02,2.34,1.98,0.005,slanic
2026-04-08,11.49,2.22,1.26,0.022,slanic
2026-04-09,9.79,2.11,2.33,0.002,slanic
2026-04-10,8.31,2.48,2.09,0.027,slanic
2026-04-11,7.24,1.65,2.09,0.012,slanic
2026-04-12,7.74,2.56,1.96,0.018,slanic
2026-04-13,10.42,2.52,1.65,0.013,slanic
2026-04-14,8.21,2.92,2.58,0.003,slanic
2026-04-15,8.2,3.29,1.96,0.019,slanic
2026-04-16,8.64,2.75,1.56,0.022,slanic
2026-04-17,8.47,2.59,2.12,0.013,slanic
2026-04-18,6.83,2.89,1.81,0.009,slanic
2026-04-19,8.58,2.19,2.02,0.028,slanic
2026-04-20,7.68,2.73,2.41,0.002,slanic
2026-04-21,8.96,2.97,1.83,0.015,slanic
2026-04-22,7.66,2.57,1.86,0.022,slanic
2026-04-23,6.87,2.7,2.09,0.017,slanic
2026-04-24,8.59,2.28,2.48,0.018,slanic
2026-04-25,7.51,1.83,2.05,0.02,slanic
2026-04-26,8.74,2.6,1.99,0.028,slanic
2026-04-27,6.82,2.49,2.33,0.024,slanic
2026-04-28,7.65,1.99,1.28,0.014,slanic
2026-04-29,8.49,2.65,2.26,0.041,slanic
2026-04-30,8.09,2.39,1.91,0.036,slanic
2026-05-01,8.33,1.98,1.96,0.02,slanic
2026-05-02,7.49,3.08,1.88,0.008,slanic
2026-05-03,7.98,2.96,1.75,0.015,slanic
2026-05-04,8.03,2.26,1.98,0.011,slanic
2026-05-05,8.61,2.23,2.45,0.017,slanic
2026-05-06,10.42,2.05,2.27,0.011,slanic
2026-05-07,9.32,2.69,2.25,0.035,slanic
2026-05-08,8.39,3.35,2.63,0.025,slanic
2026-05-09,7.4,2.55,2.18,0.007,slanic
2026-05-10,8.22,3.14,2.11,0.02,slanic
2026-05-11,9.49,2.83,1.8,0.01,slanic
2026-05-12,9.15,2.36,1.76,0.02,slanic
2026-05-13,8.44,2.41,2.33,0.026,slanic
2026-05-14,7.26,2.28,1.94,0.024,slanic
2026-05-15,6.89,2.43,2.04,0.027,slanic
