date,humidity_pct,cracks_cumulative,site_id
2026-01-24,37.2,2,meses_a3
2026-01-25,41.8,2,meses_a3
2026-01-26,36.8,2,meses_a3
2026-01-27,38.8,2,meses_a3
2026-01-28,34.6,2,meses_a3
2026-01-29,39.7,2,meses_a3
2026-01-30,36.5,2,meses_a3
2026-01-31,34.3,2,meses_a3
2026-02-01,33.4,2,meses_a3
2026-02-02,37.5,2,meses_a3
2026-02-03,31.7,2,meses_a3
2026-02-04,31.8,2,meses_a3
2026-02-05,34.4,2,meses_a3
2026-02-06,35.5,2,meses_a3
2026-02-07,40.8,2,meses_a3
2026-02-08,35.8,2,meses_a3
2026-02-09,34.9,2,meses_a3
2026-02-10,38.0,2,meses_a3
2026-02-11,34.1,2,meses_a3
2026-02-12,36.6,2,meses_a3
2026-02-13,37.2,2,meses_a3
2026-02-14,33.7,2,meses_a3
2026-02-15,36.2,3,meses_a3
2026-02-16,35.9,3,meses_a3
2026-02-17,40.7,3,meses_a3
2026-02-18,38.9,3,meses_a3
2026-02-19,38.4,3,meses_a3
2026-02-20,32.1,3,meses_a3
2026-02-21,36.0,3,meses_a3
2026-02-22,37.3,3,meses_a3
2026-02-23,38.5,3,meses_a3
2026-02-24,41.7,3,meses_a3
2026-02-25,37.0,3,meses_a3
2026-02-26,41.4,3,meses_a3
2026-02-27,34.0,3,meses_a3
2026-02-28,36.5,3,meses_a3
2026-03-01,36.4,3,meses_a3
2026-03-02,45.0,3,meses_a3
2026-03-03,37.7,3,meses_a3
2026-03-04,35.5,3,meses_a3
2026-03-05,33.7,3,meses_a3
2026-03-06,36.0,3,meses_a3
2026-03-07,34.9,3,meses_a3
2026-03-08,33.7,3,meses_a3
2026-03-09,39.5,3,meses_a3
2026-03-10,39.1,3,meses_a3
2026-03-11,35.9,3,meses_a3
2026-03-12,40.4,3,meses_a3
2026-03-13,35.6,3,meses_a3
2026-03-14,36.5,3,meses_a3
2026-03-15,40.7,3,meses_a3
2026-03-16,40.8,3,meses_a3
2026-03-17,38.4,3,meses_a3
2026-03-18,36.7,3,meses_a3
2026-03-19,35.8,3,meses_a3
2026-03-20,39.8,3,meses_a3
2026-03-21,31.6,3,meses_a3
2026-03-22,33.9,4,meses_a3
2026-03-23,39.2,4,meses_a3
2026-03-24,37.4,4,meses_a3
2026-03-25,36.5,4,meses_a3
2026-03-26,39.8,4,meses_a3
2026-03-27,42.9,4,meses_a3
2026-03-28,36.3,4,meses_a3
2026-03-29,37.3,4,meses_a3
2026-03-30,38.8,4,meses_a3
2026-03-31,37.4,4,meses_a3
2026-04-01,37.5,4,meses_a3
2026-04-02,40.1,4,meses_a3
2026-04-03,41.1,4,meses_a3
2026-04-04,34.2,4,meses_a3
2026-04-05,38.1,4,meses_a3
2026-04-06,36.2,4,meses_a3
2026-04-07,36.7,4,meses_a3
2026-04-08,41.0,4,meses_a3
2026-04-09,40.9,4,meses_a3
2026-04-10,41.9,4,meses_a3
2026-04-11,43.2,4,meses_a3
2026-04-12,42.5,4,meses_a3
2026-04-13,34.2,4,meses_a3
2026-04-14,41.5,4,meses_a3
2026-04-15,40.7,4,meses_a3
2026-04-16,33.6,4,meses_a3
2026-04-17,48.4,4,meses_a3
2026-04-18,41.8,4,meses_a3
2026-04-19,45.5,4,meses_a3
2026-04-20,35.1,4,meses_a3
2026-04-21,37.2,4,meses_a3
2026-04-22,42.0,4,meses_a3
2026-04-23,37.1,4,meses_a3
2026-04-24,40.6,4,meses_a3
2026-04-25,44.5,4,meses_a3
2026-04-26,44.7,5,meses_a3
2026-04-27,44.5,5,meses_a3
2026-04-28,37.5,5,meses_a3
2026-04-29,43.0,5,meses_a3
2026-04-30,39.8,5,meses_a3
2026-05-01,41.6,5,meses_a3
2026-05-02,46.5,5,meses_a3
2026-05-03,39.7,5,meses_a3
2026-05-04,40.9,5,meses_a3
2026-05-05,42.0,5,meses_a3
2026-05-06,37.5,5,meses_a3
2026-05-07,46.4,5,meses_a3
2026-05-08,41.2,5,meses_a3
2026-05-09,42.7,5,meses_a3
2026-05-10,44.2,5,meses_a3
2026-05-11,45.3,5,meses_a3
2026-05-12,40.3,5,meses_a3
2026-05-13,44.6,5,meses_a3
2026-05-14,45.6,5,meses_a3
2026-05-15,45.9,5,meses_a3
