date,co_mg_m3,no2_mg_m3,pm10_mg_m3,ch4_pct_vol,site_id
2026-02-12,1.45,0.62,0.0,0.024,praid
2026-02-13,0.42,0.0,0.31,0.018,praid
2026-02-14,1.85,0.22,0.04,0.009,praid
2026-02-15,0.0,0.55,0.3,0.028,praid
2026-02-16,0.0,0.16,0.65,0.028,praid
2026-02-17,0.57,0.54,0.23,0.023,praid
2026-02-18,1.63,1.17,0.18,0.018,praid
2026-02-19,0.0,0.33,0.84,0.021,praid
2026-02-20,0.82,1.41,0.39,0.04,praid
2026-02-21,0.03,0.39,0.17,0.019,praid
2026-02-22,0.61,0.12,0.42,0.01,praid
2026-02-23,0.11,1.06,0.94,0.014,praid
2026-02-24,0.24,0.05,0.0,0.012,praid
2026-02-25,1.89,0.0,0.28,0.02,praid
2026-02-26,1.02,0.29,0.57,0.026,praid
2026-02-27,1.1,0.0,0.18,0.013,praid
2026-02-28,1.5,0.0,0.24,0.03,praid
2026-03-01,0.12,0.16,0.32,0.009,praid
2026-03-02,0.82,0.34,0.33,0.02,praid
2026-03-03,0.0,0.69,0.26,0.027,praid
2026-03-04,1.16,0.3,0.43,0.013,praid
2026-03-05,0.19,0.67,0.0,0.014,praid
2026-03-06,0.0,0.26,0.21,0.023,praid
2026-03-07,1.14,0.84,0.42,0.018,praid
2026-03-08,0.0,0.28,0.91,0.017,praid
2026-03-09,1.11,0.29,0.12,0.016,praid
2026-03-10,1.49,0.31,0.85,0.032,praid
2026-03-11,0.0,0.93,0.19,0.02,praid
2026-03-12,1.36,0.52,0.19,0.006,praid
2026-03-13,0.0,0.52,0.67,0.002,praid
2026-03-14,0.82,0.63,0.31,0.021,praid
2026-03-15,0.72,0.05,0.46,0.028,praid
2026-03-16,0.27,0.26,0.47,0.031,praid
2026-03-17,0.0,0.24,0.19,0.033,praid
2026-03-18,0.0,0.07,0.12,0.012,praid
2026-03-19,0.0,0.0,0.38,0.024,praid
2026-03-20,1.34,0.24,0.4,0.009,praid
2026-03-21,0.81,0.33,0.1,0.014,praid
2026-03-22,1.77,0.65,0.46,0.022,praid
2026-03-23,0.24,1.13,0.06,0.013,praid
2026-03-24,1.65,0.02,0.25,0.028,praid
2026-03-25,0.44,0.22,0.05,0.005,praid
2026-03-26,2.88,0.62,0.0,0.0,praid
2026-03-27,0.0,0.0,0.26,0.027,praid
2026-03-28,0.62,0.43,0.92,0.019,praid
2026-03-29,1.58,0.0,0.55,0.033,praid
2026-03-30,0.0,1.01,0.55,0.031,praid
2026-03-31,0.0,0.29,0.28,0.009,praid
2026-04-01,0.0,0.22,0.54,0.015,praid
2026-04-02,1.83,0.04,0.0,0.025,praid
2026-04-03,1.46,0.0,0.53,0.009,praid
2026-04-04,0.0,0.0,0.0,0.028,praid
2026-04-05,2.58,0.0,0.33,0.025,praid
2026-04-06,0.54,0.3,0.14,0.014,praid
2026-04-07,0.0,0.32,0.0,0.016,praid
2026-04-08,1.38,0.6,0.29,0.025,praid
2026-04-09,0.5,0.76,0.4,0.024,praid
2026-04-10,0.69,0.34,0.02,0.021,praid
2026-04-11,0.0,0.0,1.37,0.022,praid
2026-04-12,2.29,0.0,0.25,0.007,praid
2026-04-13,1.89,0.29,0.02,0.023,praid
2026-04-14,1.74,0.22,0.52,0.019,praid
2026-04-15,2.51,0.38,1.05,0.006,praid
2026-04-16,2.4,0.48,1.07,0.033,praid
2026-04-17,1.4,0.61,0.9,0.013,praid
2026-04-18,2.33,0.32,0.49,0.02,praid
2026-04-19,1.24,0.16,0.65,0.029,praid
2026-04-20,3.04,0.74,0.68,0.03,praid
2026-04-21,3.14,0.6,0.45,0.008,praid
2026-04-22,2.43,0.56,0.95,0.028,praid
2026-04-23,2.52,0.27,0.45,0.037,praid
2026-04-24,4.89,0.0,0.78,0.008,praid
2026-04-25,3.07,0.41,0.75,0.022,praid
2026-04-26,5.03,1.14,1.12,0.03,praid
2026-04-27,4.87,0.22,0.91,0.015,praid
2026-04-28,4.67,0.27,0.64,0.023,praid
2026-04-29,4.52,0.26,1.31,0.011,praid
2026-04-30,5.68,0.85,1.05,0.018,praid
2026-05-01,4.46,0.18,0.7,0.035,praid
2026-05-02,4.37,0.83,1.07,0.034,praid
2026-05-03,4.49,0.27,0.42,0.014,praid
2026-05-04,3.27,0.64,1.23,0.005,praid
2026-05-05,4.26,0.11,1.14,0.025,praid
2026-05-06,4.39,0.33,0.9,0.022,praid
2026-05-07,4.8,1.3,1.36,0.016,praid
2026-05-08,5.89,0.93,1.03,0.018,praid
2026-05-09,6.67,0.55,1.08,0.022,praid
2026-05-10,4.82,0.3,1.09,0.018,praid
2026-05-11,5.81,0.77,0.61,0.019,praid
2026-05-12,5.46,0.75,1.08,0.019,praid
2026-05-13,6.62,0.08,1.05,0.013,praid
2026-05-14,5.06,0.0,1.65,0.019,praid
2026-05-15,7.34,0.01,1.19,0.016,praid
