date,humidity_pct,cracks_cumulative,site_id
2025-12-28,46.4,0,margina_holdea_t1
2025-12-29,56.5,0,margina_holdea_t1
2025-12-30,49.1,0,margina_holdea_t1
2025-12-31,50.7,0,margina_holdea_t1
2026-01-01,48.4,0,margina_holdea_t1
2026-01-02,52.6,0,margina_holdea_t1
2026-01-03,49.7,0,margina_holdea_t1
2026-01-04,53.6,2,margina_holdea_t1
2026-01-05,46.6,2,margina_holdea_t1
2026-01-06,50.9,2,margina_holdea_t1
2026-01-07,40.9,2,margina_holdea_t1
2026-01-08,54.7,2,margina_holdea_t1
2026-01-09,50.8,2,margina_holdea_t1
2026-01-10,48.0,2,margina_holdea_t1
2026-01-11,51.6,3,margina_holdea_t1
2026-01-12,51.1,3,margina_holdea_t1
2026-01-13,52.4,3,margina_holdea_t1
2026-01-14,48.7,3,margina_holdea_t1
2026-01-15,52.5,3,margina_holdea_t1
2026-01-16,49.1,3,margina_holdea_t1
2026-01-17,49.2,3,margina_holdea_t1
2026-01-18,47.9,4,margina_holdea_t1
2026-01-19,50.9,4,margina_holdea_t1
2026-01-20,47.9,4,margina_holdea_t1
2026-01-21,51.7,4,margina_holdea_t1
2026-01-22,48.2,4,margina_holdea_t1
2026-01-23,50.2,4,margina_holdea_t1
2026-01-24,52.8,4,margina_holdea_t1
2026-01-25,51.1,4,margina_holdea_t1
2026-01-26,50.1,4,margina_holdea_t1
2026-01-27,49.7,4,margina_holdea_t1
2026-01-28,55.2,4,margina_holdea_t1
2026-01-29,54.5,4,margina_holdea_t1
2026-01-30,48.2,4,margina_holdea_t1
2026-01-31,54.3,4,margina_holdea_t1
2026-02-01,47.1,5,margina_holdea_t1
2026-02-02,50.2,5,margina_holdea_t1
2026-02-03,50.0,5,margina_holdea_t1
2026-02-04,46.1,5,margina_holdea_t1
2026-02-05,50.4,5,margina_holdea_t1
2026-02-06,51.2,5,margina_holdea_t1
2026-02-07,43.4,5,margina_holdea_t1
2026-02-08,47.9,6,margina_holdea_t1
2026-02-09,46.7,6,margina_holdea_t1
2026-02-10,44.2,6,margina_holdea_t1
2026-02-11,53.4,6,margina_holdea_t1
2026-02-12,57.3,6,margina_holdea_t1
2026-02-13,50.8,6,margina_holdea_t1
2026-02-14,49.6,6,margina_holdea_t1
2026-02-15,54.3,7,margina_holdea_t1
2026-02-16,54.4,7,margina_holdea_t1
2026-02-17,54.1,7,margina_holdea_t1
2026-02-18,51.8,7,margina_holdea_t1
2026-02-19,53.0,7,margina_holdea_t1
2026-02-20,52.0,7,margina_holdea_t1
2026-02-21,49.0,7,margina_holdea_t1
2026-02-22,53.8,8,margina_holdea_t1
2026-02-23,49.6,8,margina_holdea_t1
2026-02-24,52.7,8,margina_holdea_t1
2026-02-25,49.3,8,margina_holdea_t1
2026-02-26,56.6,8,margina_holdea_t1
2026-02-27,51.1,8,margina_holdea_t1
2026-02-28,55.2,8,margina_holdea_t1
2026-03-01,50.3,9,margina_holdea_t1
2026-03-02,51.0,9,margina_holdea_t1
2026-03-03,48.0,9,margina_holdea_t1
2026-03-04,53.4,9,margina_holdea_t1
2026-03-05,53.2,9,margina_holdea_t1
2026-03-06,50.1,9,margina_holdea_t1
2026-03-07,49.3,9,margina_holdea_t1
2026-03-08,48.8,11,margina_holdea_t1
2026-03-09,57.6,11,margina_holdea_t1
2026-03-10,51.0,11,margina_holdea_t1
2026-03-11,50.7,11,margina_holdea_t1
2026-03-12,51.4,11,margina_holdea_t1
2026-03-13,49.3,11,margina_holdea_t1
2026-03-14,53.4,11,margina_holdea_t1
2026-03-15,44.1,14,margina_holdea_t1
2026-03-16,57.7,14,margina_holdea_t1
2026-03-17,58.1,14,margina_holdea_t1
2026-03-18,52.5,14,margina_holdea_t1
2026-03-19,51.0,14,margina_holdea_t1
2026-03-20,55.7,14,margina_holdea_t1
2026-03-21,59.2,14,margina_holdea_t1
2026-03-22,54.7,14,margina_holdea_t1
2026-03-23,54.2,14,margina_holdea_t1
2026-03-24,54.1,14,margina_holdea_t1
2026-03-25,54.2,14,margina_holdea_t1
2026-03-26,58.9,14,margina_holdea_t1
2026-03-27,49.0,14,margina_holdea_t1
2026-03-28,55.6,14,margina_holdea_t1
2026-03-29,60.0,14,margina_holdea_t1
2026-03-30,55.8,14,margina_holdea_t1
2026-03-31,55.4,14,margina_holdea_t1
2026-04-01,54.6,14,margina_holdea_t1
2026-04-02,59.5,14,margina_holdea_t1
2026-04-03,57.8,14,margina_holdea_t1
2026-04-04,55.0,14,margina_holdea_t1
2026-04-05,53.7,14,margina_holdea_t1
2026-04-06,56.3,14,margina_holdea_t1
2026-04-07,61.0,14,margina_holdea_t1
2026-04-08,58.2,14,margina_holdea_t1
2026-04-09,60.1,14,margina_holdea_t1
2026-04-10,49.1,14,margina_holdea_t1
2026-04-11,49.8,14,margina_holdea_t1
2026-04-12,57.0,14,margina_holdea_t1
2026-04-13,56.0,14,margina_holdea_t1
2026-04-14,56.1,14,margina_holdea_t1
2026-04-15,59.0,14,margina_holdea_t1
2026-04-16,59.2,14,margina_holdea_t1
2026-04-17,55.6,14,margina_holdea_t1
2026-04-18,54.4,14,margina_holdea_t1
2026-04-19,57.7,14,margina_holdea_t1
2026-04-20,56.8,14,margina_holdea_t1
2026-04-21,58.0,14,margina_holdea_t1
2026-04-22,55.9,14,margina_holdea_t1
2026-04-23,54.9,14,margina_holdea_t1
2026-04-24,55.5,14,margina_holdea_t1
2026-04-25,57.5,14,margina_holdea_t1
2026-04-26,57.6,15,margina_holdea_t1
2026-04-27,56.8,15,margina_holdea_t1
2026-04-28,56.8,15,margina_holdea_t1
2026-04-29,52.3,15,margina_holdea_t1
2026-04-30,55.3,15,margina_holdea_t1
2026-05-01,53.2,15,margina_holdea_t1
2026-05-02,57.0,15,margina_holdea_t1
2026-05-03,60.2,15,margina_holdea_t1
2026-05-04,58.0,15,margina_holdea_t1
2026-05-05,55.4,15,margina_holdea_t1
2026-05-06,59.8,15,margina_holdea_t1
2026-05-07,59.5,15,margina_holdea_t1
2026-05-08,57.8,15,margina_holdea_t1
2026-05-09,59.1,15,margina_holdea_t1
2026-05-10,57.2,15,margina_holdea_t1
2026-05-11,52.0,15,margina_holdea_t1
2026-05-12,61.3,15,margina_holdea_t1
2026-05-13,60.2,15,margina_holdea_t1
2026-05-14,57.1,15,margina_holdea_t1
2026-05-15,53.9,15,margina_holdea_t1
