date,water_inflow_l_per_min,site_id
2026-01-29,14.8,margina_holdea_t1
2026-01-30,15.6,margina_holdea_t1
2026-01-31,13.1,margina_holdea_t1
2026-02-01,13.5,margina_holdea_t1
2026-02-02,14.1,margina_holdea_t1
2026-02-03,12.8,margina_holdea_t1
2026-02-04,11.2,margina_holdea_t1
2026-02-05,11.1,margina_holdea_t1
2026-02-06,11.8,margina_holdea_t1
2026-02-07,12.4,margina_holdea_t1
2026-02-08,14.0,margina_holdea_t1
2026-02-09,12.2,margina_holdea_t1
2026-02-10,12.1,margina_holdea_t1
2026-02-11,12.5,margina_holdea_t1
2026-02-12,10.3,margina_holdea_t1
2026-02-13,11.7,margina_holdea_t1
2026-02-14,10.5,margina_holdea_t1
2026-02-15,13.3,margina_holdea_t1
2026-02-16,14.0,margina_holdea_t1
2026-02-17,13.7,margina_holdea_t1
2026-02-18,10.3,margina_holdea_t1
2026-02-19,14.6,margina_holdea_t1
2026-02-20,14.2,margina_holdea_t1
2026-02-21,13.9,margina_holdea_t1
2026-02-22,15.7,margina_holdea_t1
2026-02-23,11.4,margina_holdea_t1
2026-02-24,15.0,margina_holdea_t1
2026-02-25,13.0,margina_holdea_t1
2026-02-26,13.2,margina_holdea_t1
2026-02-27,13.7,margina_holdea_t1
2026-02-28,13.0,margina_holdea_t1
2026-03-01,11.7,margina_holdea_t1
2026-03-02,14.2,margina_holdea_t1
2026-03-03,14.0,margina_holdea_t1
2026-03-04,12.9,margina_holdea_t1
2026-03-05,10.9,margina_holdea_t1
2026-03-06,12.1,margina_holdea_t1
2026-03-07,12.5,margina_holdea_t1
2026-03-08,10.8,margina_holdea_t1
2026-03-09,11.9,margina_holdea_t1
2026-03-10,13.3,margina_holdea_t1
2026-03-11,13.7,margina_holdea_t1
2026-03-12,11.4,margina_holdea_t1
2026-03-13,12.3,margina_holdea_t1
2026-03-14,10.8,margina_holdea_t1
2026-03-15,11.9,margina_holdea_t1
2026-03-16,12.2,margina_holdea_t1
2026-03-17,11.5,margina_holdea_t1
2026-03-18,12.0,margina_holdea_t1
2026-03-19,11.5,margina_holdea_t1
2026-03-20,12.5,margina_holdea_t1
2026-03-21,12.1,margina_holdea_t1
2026-03-22,11.8,margina_holdea_t1
2026-03-23,10.0,margina_holdea_t1
2026-03-24,12.5,margina_holdea_t1
2026-03-25,12.7,margina_holdea_t1
2026-03-26,10.4,margina_holdea_t1
2026-03-27,13.6,margina_holdea_t1
2026-03-28,12.5,margina_holdea_t1
2026-03-29,12.6,margina_holdea_t1
2026-03-30,11.4,margina_holdea_t1
2026-03-31,13.9,margina_holdea_t1
2026-04-01,13.4,margina_holdea_t1
2026-04-02,13.0,margina_holdea_t1
2026-04-03,14.0,margina_holdea_t1
2026-04-04,12.8,margina_holdea_t1
2026-04-05,12.7,margina_holdea_t1
2026-04-06,11.6,margina_holdea_t1
2026-04-07,13.1,margina_holdea_t1
2026-04-08,11.7,margina_holdea_t1
2026-04-09,10.5,margina_holdea_t1
2026-04-10,14.1,margina_holdea_t1
2026-04-11,13.3,margina_holdea_t1
2026-04-12,10.5,margina_holdea_t1
2026-04-13,11.4,margina_holdea_t1
2026-04-14,12.8,margina_holdea_t1
2026-04-15,13.6,margina_holdea_t1
2026-04-16,11.6,margina_holdea_t1
2026-04-17,13.9,margina_holdea_t1
2026-04-18,11.9,margina_holdea_t1
2026-04-19,11.4,margina_holdea_t1
2026-04-20,11.3,margina_holdea_t1
2026-04-21,13.4,margina_holdea_t1
2026-04-22,12.8,margina_holdea_t1
2026-04-23,14.8,margina_holdea_t1
2026-04-24,11.3,margina_holdea_t1
2026-04-25,13.4,margina_holdea_t1
2026-04-26,12.9,margina_holdea_t1
2026-04-27,10.9,margina_holdea_t1
2026-04-28,10.8,margina_holdea_t1
2026-04-29,12.2,margina_holdea_t1
2026-04-30,11.6,margina_holdea_t1
2026-05-01,10.7,margina_holdea_t1
2026-05-02,12.0,margina_holdea_t1
2026-05-03,11.4,margina_holdea_t1
2026-05-04,13.2,margina_holdea_t1
2026-05-05,11.4,margina_holdea_t1
2026-05-06,11.3,margina_holdea_t1
2026-05-07,13.5,margina_holdea_t1
2026-05-08,14.3,margina_holdea_t1
2026-05-09,11.8,margina_holdea_t1
2026-05-10,12.3,margina_holdea_t1
2026-05-11,11.8,margina_holdea_t1
2026-05-12,14.5,margina_holdea_t1
2026-05-13,15.0,margina_holdea_t1
2026-05-14,12.7,margina_holdea_t1
2026-05-15,14.0,margina_holdea_t1
