date,precipitation_mm,infiltration_l_per_hour,water_table_m,site_id
2025-12-26,0.2,177.0,-7.96,poiana_a1
2025-12-27,0.6,175.0,-8.06,poiana_a1
2025-12-28,9.7,226.0,-7.99,poiana_a1
2025-12-29,3.8,234.0,-7.9,poiana_a1
2025-12-30,5.4,250.0,-7.84,poiana_a1
2025-12-31,1.4,240.0,-7.86,poiana_a1
2026-01-01,0.6,227.0,-7.84,poiana_a1
2026-01-02,1.3,220.0,-7.95,poiana_a1
2026-01-03,15.0,294.0,-8.17,poiana_a1
2026-01-04,5.5,299.0,-8.08,poiana_a1
2026-01-05,8.5,321.0,-7.97,poiana_a1
2026-01-06,1.3,297.0,-8.14,poiana_a1
2026-01-07,4.0,293.0,-8.07,poiana_a1
2026-01-08,17.3,365.0,-8.24,poiana_a1
2026-01-09,0.7,330.0,-7.97,poiana_a1
2026-01-10,0.1,298.0,-8.05,poiana_a1
2026-01-11,1.6,280.0,-8.09,poiana_a1
2026-01-12,0.2,255.0,-8.07,poiana_a1
2026-01-13,5.8,268.0,-8.23,poiana_a1
2026-01-14,1.0,251.0,-7.85,poiana_a1
2026-01-15,7.7,276.0,-8.12,poiana_a1
2026-01-16,3.4,272.0,-8.05,poiana_a1
2026-01-17,0.0,250.0,-7.98,poiana_a1
2026-01-18,0.0,228.0,-7.91,poiana_a1
2026-01-19,0.0,212.0,-8.04,poiana_a1
2026-01-20,0.0,198.0,-7.92,poiana_a1
2026-01-21,0.0,189.0,-8.04,poiana_a1
2026-01-22,2.4,195.0,-8.05,poiana_a1
2026-01-23,0.2,183.0,-7.8,poiana_a1
2026-01-24,0.0,177.0,-8.02,poiana_a1
2026-01-25,0.0,172.0,-7.91,poiana_a1
2026-01-26,19.7,280.0,-8.12,poiana_a1
2026-01-27,10.0,314.0,-8.21,poiana_a1
2026-01-28,0.0,282.0,-8.03,poiana_a1
2026-01-29,0.7,262.0,-7.98,poiana_a1
2026-01-30,0.1,240.0,-7.88,poiana_a1
2026-01-31,1.2,230.0,-7.89,poiana_a1
2026-02-01,0.2,216.0,-8.06,poiana_a1
2026-02-02,4.2,228.0,-7.95,poiana_a1
2026-02-03,0.0,214.0,-7.83,poiana_a1
2026-02-04,0.1,203.0,-7.84,poiana_a1
2026-02-05,5.8,227.0,-7.99,poiana_a1
2026-02-06,1.4,220.0,-8.11,poiana_a1
2026-02-07,0.4,210.0,-7.91,poiana_a1
2026-02-08,1.9,210.0,-8.22,poiana_a1
2026-02-09,0.3,201.0,-8.01,poiana_a1
2026-02-10,2.1,198.0,-7.97,poiana_a1
2026-02-11,0.0,186.0,-7.98,poiana_a1
2026-02-12,0.0,180.0,-8.12,poiana_a1
2026-02-13,0.8,179.0,-8.13,poiana_a1
2026-02-14,2.3,187.0,-8.04,poiana_a1
2026-02-15,17.2,278.0,-8.04,poiana_a1
2026-02-16,2.9,271.0,-8.08,poiana_a1
2026-02-17,15.9,339.0,-8.2,poiana_a1
2026-02-18,17.5,405.0,-8.0,poiana_a1
2026-02-19,0.1,359.0,-8.09,poiana_a1
2026-02-20,3.5,340.0,-8.08,poiana_a1
2026-02-21,9.3,358.0,-8.08,poiana_a1
2026-02-22,1.7,330.0,-7.99,poiana_a1
2026-02-23,3.6,318.0,-8.15,poiana_a1
2026-02-24,8.0,333.0,-7.96,poiana_a1
2026-02-25,6.4,336.0,-8.02,poiana_a1
2026-02-26,2.2,315.0,-8.0,poiana_a1
2026-02-27,0.0,285.0,-8.01,poiana_a1
2026-02-28,0.0,260.0,-8.1,poiana_a1
2026-03-01,0.0,240.0,-8.22,poiana_a1
2026-03-02,0.0,218.0,-8.1,poiana_a1
2026-03-03,0.0,205.0,-8.15,poiana_a1
2026-03-04,0.0,191.0,-8.0,poiana_a1
2026-03-05,0.2,179.0,-8.1,poiana_a1
2026-03-06,0.2,175.0,-8.09,poiana_a1
2026-03-07,0.0,170.0,-7.93,poiana_a1
2026-03-08,0.1,164.0,-7.89,poiana_a1
2026-03-09,0.0,161.0,-7.9,poiana_a1
2026-03-10,0.0,158.0,-8.09,poiana_a1
2026-03-11,0.0,154.0,-7.9,poiana_a1
2026-03-12,0.0,152.0,-7.87,poiana_a1
2026-03-13,0.0,151.0,-7.96,poiana_a1
2026-03-14,0.0,151.0,-7.87,poiana_a1
2026-03-15,0.0,150.0,-7.98,poiana_a1
2026-03-16,0.1,151.0,-8.04,poiana_a1
2026-03-17,0.0,151.0,-7.71,poiana_a1
2026-03-18,0.0,151.0,-7.9,poiana_a1
2026-03-19,0.0,151.0,-7.7,poiana_a1
2026-03-20,0.6,154.0,-7.99,poiana_a1
2026-03-21,0.4,155.0,-7.85,poiana_a1
2026-03-22,1.1,161.0,-7.91,poiana_a1
2026-03-23,2.5,173.0,-7.98,poiana_a1
2026-03-24,0.0,169.0,-7.82,poiana_a1
2026-03-25,0.0,165.0,-7.97,poiana_a1
2026-03-26,0.0,163.0,-7.94,poiana_a1
2026-03-27,1.1,167.0,-8.13,poiana_a1
2026-03-28,19.5,275.0,-7.9,poiana_a1
2026-03-29,11.9,321.0,-8.27,poiana_a1
2026-03-30,5.8,323.0,-7.88,poiana_a1
2026-03-31,5.8,325.0,-8.12,poiana_a1
2026-04-01,2.0,304.0,-8.07,poiana_a1
2026-04-02,5.8,310.0,-8.22,poiana_a1
2026-04-03,3.0,298.0,-8.23,poiana_a1
2026-04-04,2.8,287.0,-8.2,poiana_a1
2026-04-05,0.0,262.0,-8.06,poiana_a1
2026-04-06,0.5,244.0,-7.84,poiana_a1
2026-04-07,0.0,226.0,-7.85,poiana_a1
2026-04-08,5.0,241.0,-8.15,poiana_a1
2026-04-09,6.3,261.0,-8.0,poiana_a1
2026-04-10,0.1,241.0,-8.09,poiana_a1
2026-04-11,0.1,225.0,-7.93,poiana_a1
2026-04-12,0.1,206.0,-8.0,poiana_a1
2026-04-13,0.0,193.0,-7.91,poiana_a1
2026-04-14,0.0,183.0,-7.9,poiana_a1
2026-04-15,0.0,176.0,-7.84,poiana_a1
2026-04-16,0.1,171.0,-7.94,poiana_a1
2026-04-17,3.9,188.0,-7.84,poiana_a1
2026-04-18,0.2,181.0,-7.84,poiana_a1
2026-04-19,0.0,175.0,-7.93,poiana_a1
2026-04-20,3.1,188.0,-8.08,poiana_a1
2026-04-21,2.2,194.0,-7.81,poiana_a1
2026-04-22,3.8,207.0,-7.93,poiana_a1
2026-04-23,0.0,196.0,-7.94,poiana_a1
2026-04-24,0.0,186.0,-7.83,poiana_a1
2026-04-25,0.0,179.0,-7.94,poiana_a1
2026-04-26,0.0,174.0,-7.9,poiana_a1
2026-04-27,0.0,169.0,-8.02,poiana_a1
2026-04-28,0.0,166.0,-7.94,poiana_a1
2026-04-29,2.2,176.0,-8.16,poiana_a1
2026-04-30,4.2,195.0,-8.05,poiana_a1
2026-05-01,0.0,187.0,-7.98,poiana_a1
2026-05-02,0.7,183.0,-7.85,poiana_a1
2026-05-03,0.0,177.0,-7.91,poiana_a1
2026-05-04,0.0,172.0,-7.92,poiana_a1
2026-05-05,0.4,170.0,-7.8,poiana_a1
2026-05-06,0.4,168.0,-7.96,poiana_a1
2026-05-07,2.5,178.0,-8.05,poiana_a1
2026-05-08,11.5,238.0,-8.16,poiana_a1
2026-05-09,25.4,368.0,-7.93,poiana_a1
2026-05-10,0.1,329.0,-7.96,poiana_a1
2026-05-11,3.9,319.0,-8.05,poiana_a1
2026-05-12,11.2,352.0,-8.3,poiana_a1
2026-05-13,11.7,383.0,-8.21,poiana_a1
2026-05-14,0.0,340.0,-8.11,poiana_a1
2026-05-15,0.5,307.0,-8.09,poiana_a1
