date,convergence_mm_per_day,site_id,convergence_cumulative_mm
2026-01-25,-0.178,poiana_a1,-13.92
2026-01-26,-0.254,poiana_a1,-14.18
2026-01-27,-0.301,poiana_a1,-14.48
2026-01-28,-0.183,poiana_a1,-14.66
2026-01-29,-0.161,poiana_a1,-14.82
2026-01-30,-0.101,poiana_a1,-14.92
2026-01-31,-0.116,poiana_a1,-15.04
2026-02-01,-0.261,poiana_a1,-15.3
2026-02-02,-0.166,poiana_a1,-15.47
2026-02-03,-0.081,poiana_a1,-15.55
2026-02-04,-0.091,poiana_a1,-15.64
2026-02-05,-0.198,poiana_a1,-15.84
2026-02-06,-0.298,poiana_a1,-16.13
2026-02-07,-0.144,poiana_a1,-16.28
2026-02-08,-0.395,poiana_a1,-16.67
2026-02-09,-0.234,poiana_a1,-16.91
2026-02-10,-0.203,poiana_a1,-17.11
2026-02-11,-0.222,poiana_a1,-17.33
2026-02-12,-0.34,poiana_a1,-17.67
2026-02-13,-0.343,poiana_a1,-18.01
2026-02-14,-0.267,poiana_a1,-18.28
2026-02-15,-0.198,poiana_a1,-18.48
2026-02-16,-0.231,poiana_a1,-18.71
2026-02-17,-0.274,poiana_a1,-18.98
2026-02-18,-0.058,poiana_a1,-19.04
2026-02-19,-0.171,poiana_a1,-19.21
2026-02-20,-0.175,poiana_a1,-19.39
2026-02-21,-0.167,poiana_a1,-19.56
2026-02-22,-0.115,poiana_a1,-19.67
2026-02-23,-0.251,poiana_a1,-19.92
2026-02-24,-0.089,poiana_a1,-20.01
2026-02-25,-0.134,poiana_a1,-20.14
2026-02-26,-0.135,poiana_a1,-20.28
2026-02-27,-0.163,poiana_a1,-20.44
2026-02-28,-0.254,poiana_a1,-20.7
2026-03-01,-0.373,poiana_a1,-21.07
2026-03-02,-0.293,poiana_a1,-21.36
2026-03-03,-0.338,poiana_a1,-21.7
2026-03-04,-0.229,poiana_a1,-21.93
2026-03-05,-0.322,poiana_a1,-22.25
2026-03-06,-0.315,poiana_a1,-22.57
2026-03-07,-0.197,poiana_a1,-22.76
2026-03-08,-0.164,poiana_a1,-22.93
2026-03-09,-0.173,poiana_a1,-23.1
2026-03-10,-0.331,poiana_a1,-23.43
2026-03-11,-0.185,poiana_a1,-23.62
2026-03-12,-0.16,poiana_a1,-23.78
2026-03-13,-0.234,poiana_a1,-24.01
2026-03-14,-0.161,poiana_a1,-24.17
2026-03-15,-0.249,poiana_a1,-24.42
2026-03-16,-0.3,poiana_a1,-24.72
2026-03-17,-0.032,poiana_a1,-24.75
2026-03-18,-0.186,poiana_a1,-24.94
2026-03-19,-0.028,poiana_a1,-24.97
2026-03-20,-0.256,poiana_a1,-25.22
2026-03-21,-0.145,poiana_a1,-25.37
2026-03-22,-0.181,poiana_a1,-25.55
2026-03-23,-0.23,poiana_a1,-25.78
2026-03-24,-0.109,poiana_a1,-25.89
2026-03-25,-0.226,poiana_a1,-26.11
2026-03-26,-0.208,poiana_a1,-26.32
2026-03-27,-0.355,poiana_a1,-26.68
2026-03-28,-0.086,poiana_a1,-26.76
2026-03-29,-0.342,poiana_a1,-27.1
2026-03-30,-0.033,poiana_a1,-27.14
2026-03-31,-0.219,poiana_a1,-27.36
2026-04-01,-0.196,poiana_a1,-27.55
2026-04-02,-0.312,poiana_a1,-27.87
2026-04-03,-0.328,poiana_a1,-28.19
2026-04-04,-0.312,poiana_a1,-28.51
2026-04-05,-0.221,poiana_a1,-28.73
2026-04-06,-0.062,poiana_a1,-28.79
2026-04-07,-0.082,poiana_a1,-28.87
2026-04-08,-0.313,poiana_a1,-29.18
2026-04-09,-0.176,poiana_a1,-29.36
2026-04-10,-0.264,poiana_a1,-29.62
2026-04-11,-0.15,poiana_a1,-29.77
2026-04-12,-0.217,poiana_a1,-29.99
2026-04-13,-0.157,poiana_a1,-30.15
2026-04-14,-0.162,poiana_a1,-30.31
2026-04-15,-0.113,poiana_a1,-30.42
2026-04-16,-0.197,poiana_a1,-30.62
2026-04-17,-0.104,poiana_a1,-30.72
2026-04-18,-0.11,poiana_a1,-30.83
2026-04-19,-0.188,poiana_a1,-31.02
2026-04-20,-0.301,poiana_a1,-31.32
2026-04-21,-0.079,poiana_a1,-31.4
2026-04-22,-0.165,poiana_a1,-31.57
2026-04-23,-0.181,poiana_a1,-31.75
2026-04-24,-0.098,poiana_a1,-31.84
2026-04-25,-0.195,poiana_a1,-32.04
2026-04-26,-0.168,poiana_a1,-32.21
2026-04-27,-0.262,poiana_a1,-32.47
2026-04-28,-0.203,poiana_a1,-32.67
2026-04-29,-0.375,poiana_a1,-33.05
2026-04-30,-0.27,poiana_a1,-33.32
2026-05-01,-0.222,poiana_a1,-33.54
2026-05-02,-0.12,poiana_a1,-33.66
2026-05-03,-0.175,poiana_a1,-33.83
2026-05-04,-0.187,poiana_a1,-34.02
2026-05-05,-0.086,poiana_a1,-34.11
2026-05-06,-0.218,poiana_a1,-34.33
2026-05-07,-0.279,poiana_a1,-34.6
2026-05-08,-0.32,poiana_a1,-34.92
2026-05-09,-0.035,poiana_a1,-34.96
2026-05-10,-0.089,poiana_a1,-35.05
2026-05-11,-0.17,poiana_a1,-35.22
2026-05-12,-0.343,poiana_a1,-35.56
2026-05-13,-0.243,poiana_a1,-35.8
2026-05-14,-0.202,poiana_a1,-36.01
2026-05-15,-0.215,poiana_a1,-36.22
