date,co_mg_m3,no2_mg_m3,pm10_mg_m3,ch4_pct_vol,site_id
2026-03-20,7.16,2.96,1.72,0.384,lupeni
2026-03-21,8.76,2.65,2.18,0.141,lupeni
2026-03-22,10.2,2.86,1.96,0.404,lupeni
2026-03-23,8.98,1.94,1.65,0.419,lupeni
2026-03-24,7.34,2.85,1.98,0.18,lupeni
2026-03-25,7.83,2.07,2.0,0.35,lupeni
2026-03-26,6.62,2.31,1.76,0.283,lupeni
2026-03-27,9.31,2.54,1.54,0.362,lupeni
2026-03-28,8.92,2.99,1.32,0.35,lupeni
2026-03-29,8.66,2.85,1.7,0.308,lupeni
2026-03-30,7.73,2.96,1.71,0.257,lupeni
2026-03-31,10.55,2.48,2.05,0.361,lupeni
2026-04-01,8.66,2.33,1.79,0.291,lupeni
2026-04-02,9.2,1.74,1.26,0.377,lupeni
2026-04-03,9.86,2.59,1.89,0.393,lupeni
2026-04-04,7.89,2.47,1.94,0.336,lupeni
2026-04-05,9.23,2.29,1.58,0.39,lupeni
2026-04-06,7.78,2.71,2.02,0.324,lupeni
2026-04-07,7.92,2.44,1.71,0.324,lupeni
2026-04-08,8.85,2.37,2.15,0.371,lupeni
2026-04-09,5.2,3.15,2.01,0.232,lupeni
2026-04-10,7.8,2.94,2.17,0.3,lupeni
2026-04-11,7.21,2.96,1.34,0.433,lupeni
2026-04-12,7.09,3.22,2.19,0.174,lupeni
2026-04-13,8.42,2.3,1.97,0.288,lupeni
2026-04-14,8.47,3.0,2.28,0.202,lupeni
2026-04-15,8.67,2.38,2.48,0.499,lupeni
2026-04-16,8.79,2.32,2.09,0.389,lupeni
2026-04-17,10.01,3.45,1.74,0.258,lupeni
2026-04-18,8.93,1.95,2.68,0.355,lupeni
2026-04-19,9.34,2.89,2.0,0.461,lupeni
2026-04-20,7.52,2.61,2.06,0.29,lupeni
2026-04-21,9.25,1.71,1.7,0.273,lupeni
2026-04-22,6.8,2.45,1.82,0.228,lupeni
2026-04-23,8.19,2.54,1.56,0.414,lupeni
2026-04-24,9.93,2.02,2.07,0.398,lupeni
2026-04-25,6.61,2.93,2.01,0.222,lupeni
2026-04-26,10.65,2.17,2.42,0.311,lupeni
2026-04-27,7.61,2.65,1.85,0.374,lupeni
2026-04-28,8.3,3.13,1.78,0.237,lupeni
2026-04-29,6.85,2.39,1.73,0.382,lupeni
2026-04-30,11.07,2.71,2.0,0.3,lupeni
2026-05-01,6.09,2.24,2.03,0.351,lupeni
2026-05-02,7.38,2.66,2.25,0.312,lupeni
2026-05-03,7.83,3.11,2.2,0.213,lupeni
2026-05-04,9.7,1.63,2.03,0.235,lupeni
2026-05-05,9.22,2.53,1.93,0.215,lupeni
2026-05-06,7.81,2.33,1.93,0.287,lupeni
2026-05-07,8.2,2.72,2.52,0.301,lupeni
2026-05-08,8.97,2.6,1.98,0.268,lupeni
2026-05-09,8.48,2.01,1.82,0.283,lupeni
2026-05-10,8.02,2.74,1.74,0.177,lupeni
2026-05-11,8.53,3.49,2.12,0.374,lupeni
2026-05-12,9.07,2.13,2.14,0.275,lupeni
2026-05-13,8.69,2.66,2.3,0.337,lupeni
2026-05-14,9.03,1.72,2.09,0.213,lupeni
2026-05-15,8.54,2.88,1.8,0.253,lupeni
