date,co_mg_m3,no2_mg_m3,pm10_mg_m3,ch4_pct_vol,site_id
2026-01-01,8.86,2.31,2.02,0.024,ocna_dej
2026-01-02,9.68,2.39,2.16,0.03,ocna_dej
2026-01-03,8.77,2.51,1.6,0.007,ocna_dej
2026-01-04,7.32,2.28,1.82,0.0,ocna_dej
2026-01-05,7.7,2.45,1.96,0.0,ocna_dej
2026-01-06,8.07,2.93,2.14,0.01,ocna_dej
2026-01-07,7.79,2.15,2.55,0.009,ocna_dej
2026-01-08,9.53,3.05,1.79,0.005,ocna_dej
2026-01-09,7.58,2.38,2.35,0.015,ocna_dej
2026-01-10,9.3,2.47,2.52,0.023,ocna_dej
2026-01-11,8.8,2.82,2.01,0.014,ocna_dej
2026-01-12,7.58,3.19,1.8,0.025,ocna_dej
2026-01-13,7.41,1.77,2.13,0.014,ocna_dej
2026-01-14,9.33,3.11,1.48,0.014,ocna_dej
2026-01-15,8.81,3.44,2.02,0.03,ocna_dej
2026-01-16,7.24,2.59,2.16,0.02,ocna_dej
2026-01-17,7.96,3.29,2.33,0.001,ocna_dej
2026-01-18,8.39,2.38,1.99,0.01,ocna_dej
2026-01-19,8.83,2.1,2.56,0.042,ocna_dej
2026-01-20,8.4,2.54,1.71,0.015,ocna_dej
2026-01-21,8.59,2.64,2.01,0.029,ocna_dej
2026-01-22,7.09,2.88,1.85,0.031,ocna_dej
2026-01-23,9.75,2.07,1.89,0.01,ocna_dej
2026-01-24,8.36,2.35,1.94,0.008,ocna_dej
2026-01-25,9.95,2.51,2.37,0.03,ocna_dej
2026-01-26,8.39,2.45,2.07,0.036,ocna_dej
2026-01-27,9.28,2.11,2.12,0.008,ocna_dej
2026-01-28,7.36,2.54,1.87,0.026,ocna_dej
2026-01-29,9.62,2.15,1.98,0.019,ocna_dej
2026-01-30,8.0,2.25,2.45,0.018,ocna_dej
2026-01-31,7.44,2.16,2.43,0.022,ocna_dej
2026-02-01,6.4,2.42,1.98,0.013,ocna_dej
2026-02-02,6.94,1.96,2.31,0.03,ocna_dej
2026-02-03,7.44,2.1,1.85,0.015,ocna_dej
2026-02-04,9.04,2.67,1.7,0.033,ocna_dej
2026-02-05,5.91,1.79,2.29,0.028,ocna_dej
2026-02-06,9.71,1.69,1.65,0.02,ocna_dej
2026-02-07,9.71,2.73,1.6,0.024,ocna_dej
2026-02-08,9.09,1.86,1.81,0.024,ocna_dej
2026-02-09,7.99,2.71,1.8,0.025,ocna_dej
2026-02-10,6.76,2.82,1.57,0.035,ocna_dej
2026-02-11,9.52,2.3,1.2,0.005,ocna_dej
2026-02-12,7.07,1.84,2.61,0.014,ocna_dej
2026-02-13,8.4,2.2,1.74,0.017,ocna_dej
2026-02-14,8.24,2.73,1.86,0.015,ocna_dej
2026-02-15,6.26,2.12,2.88,0.035,ocna_dej
2026-02-16,8.83,2.76,2.27,0.015,ocna_dej
2026-02-17,8.22,1.88,1.93,0.048,ocna_dej
2026-02-18,8.78,2.39,2.36,0.003,ocna_dej
2026-02-19,6.97,2.38,1.49,0.022,ocna_dej
2026-02-20,8.54,2.32,1.91,0.006,ocna_dej
2026-02-21,9.64,2.71,2.37,0.013,ocna_dej
2026-02-22,8.04,2.4,1.85,0.018,ocna_dej
2026-02-23,8.41,2.85,2.2,0.0,ocna_dej
2026-02-24,6.44,2.51,2.22,0.005,ocna_dej
2026-02-25,8.45,3.54,1.91,0.0,ocna_dej
2026-02-26,7.81,2.48,1.84,0.004,ocna_dej
2026-02-27,8.32,2.29,1.84,0.003,ocna_dej
2026-02-28,7.32,2.7,2.37,0.016,ocna_dej
2026-03-01,8.5,2.21,1.72,0.01,ocna_dej
2026-03-02,8.83,2.62,1.62,0.025,ocna_dej
2026-03-03,9.0,2.44,1.72,0.031,ocna_dej
2026-03-04,8.2,2.21,1.47,0.025,ocna_dej
2026-03-05,6.06,2.57,1.81,0.001,ocna_dej
2026-03-06,7.79,2.26,2.07,0.041,ocna_dej
2026-03-07,8.9,2.52,1.95,0.019,ocna_dej
2026-03-08,7.54,2.87,2.3,0.037,ocna_dej
2026-03-09,8.27,3.31,1.34,0.027,ocna_dej
2026-03-10,7.31,2.58,1.67,0.0,ocna_dej
2026-03-11,7.72,2.13,2.32,0.017,ocna_dej
2026-03-12,6.46,3.04,2.06,0.035,ocna_dej
2026-03-13,8.64,2.36,2.14,0.018,ocna_dej
2026-03-14,6.96,2.99,1.83,0.021,ocna_dej
2026-03-15,7.27,2.55,2.11,0.03,ocna_dej
2026-03-16,7.61,2.38,1.99,0.023,ocna_dej
2026-03-17,8.99,3.46,1.84,0.014,ocna_dej
2026-03-18,7.62,2.97,1.91,0.032,ocna_dej
2026-03-19,8.63,2.41,2.13,0.03,ocna_dej
2026-03-20,8.67,2.88,2.05,0.007,ocna_dej
2026-03-21,8.88,2.42,2.38,0.0,ocna_dej
2026-03-22,9.79,2.62,1.94,0.012,ocna_dej
2026-03-23,9.64,2.6,1.87,0.02,ocna_dej
2026-03-24,7.78,2.35,1.77,0.033,ocna_dej
2026-03-25,6.98,2.71,1.93,0.016,ocna_dej
2026-03-26,10.79,1.63,1.9,0.028,ocna_dej
2026-03-27,9.16,2.14,1.8,0.003,ocna_dej
2026-03-28,8.61,2.05,2.19,0.028,ocna_dej
2026-03-29,8.2,2.46,1.91,0.006,ocna_dej
2026-03-30,7.81,2.24,2.18,0.033,ocna_dej
2026-03-31,8.55,2.14,2.72,0.01,ocna_dej
2026-04-01,9.97,2.51,1.53,0.011,ocna_dej
2026-04-02,7.34,2.91,1.6,0.02,ocna_dej
2026-04-03,8.62,2.68,2.11,0.045,ocna_dej
2026-04-04,9.27,3.03,2.12,0.038,ocna_dej
2026-04-05,9.5,1.9,1.82,0.014,ocna_dej
2026-04-06,8.55,2.74,1.58,0.02,ocna_dej
2026-04-07,8.4,2.68,2.07,0.005,ocna_dej
2026-04-08,9.35,2.43,1.98,0.013,ocna_dej
2026-04-09,8.05,2.31,1.63,0.016,ocna_dej
2026-04-10,10.25,2.54,1.86,0.035,ocna_dej
2026-04-11,8.57,1.9,2.33,0.032,ocna_dej
2026-04-12,8.27,1.94,1.76,0.025,ocna_dej
2026-04-13,7.22,2.84,2.5,0.01,ocna_dej
2026-04-14,8.81,2.35,1.71,0.032,ocna_dej
2026-04-15,6.83,2.97,1.9,0.028,ocna_dej
2026-04-16,7.77,2.25,2.08,0.023,ocna_dej
2026-04-17,8.8,2.34,2.68,0.02,ocna_dej
2026-04-18,6.58,2.93,2.11,0.01,ocna_dej
2026-04-19,7.8,1.99,2.22,0.02,ocna_dej
2026-04-20,9.94,2.47,2.23,0.012,ocna_dej
2026-04-21,9.69,2.84,2.18,0.023,ocna_dej
2026-04-22,7.12,2.52,2.33,0.023,ocna_dej
2026-04-23,6.62,2.6,1.47,0.016,ocna_dej
2026-04-24,8.31,2.59,2.03,0.026,ocna_dej
2026-04-25,8.91,2.26,1.96,0.021,ocna_dej
2026-04-26,7.1,2.22,1.38,0.016,ocna_dej
2026-04-27,7.88,2.63,1.92,0.032,ocna_dej
2026-04-28,8.43,1.93,2.03,0.019,ocna_dej
2026-04-29,7.03,2.05,2.51,0.031,ocna_dej
2026-04-30,9.45,2.19,1.78,0.021,ocna_dej
2026-05-01,8.36,2.19,1.71,0.0,ocna_dej
2026-05-02,10.16,3.14,2.12,0.013,ocna_dej
2026-05-03,7.73,2.5,2.03,0.022,ocna_dej
2026-05-04,7.34,1.95,2.26,0.012,ocna_dej
2026-05-05,7.53,1.77,2.2,0.03,ocna_dej
2026-05-06,9.19,2.36,1.83,0.014,ocna_dej
2026-05-07,7.6,2.55,2.01,0.017,ocna_dej
2026-05-08,7.78,2.5,1.71,0.026,ocna_dej
2026-05-09,6.64,1.89,2.3,0.0,ocna_dej
2026-05-10,7.92,1.37,2.36,0.043,ocna_dej
2026-05-11,7.41,2.29,3.11,0.03,ocna_dej
2026-05-12,5.43,2.17,2.1,0.03,ocna_dej
2026-05-13,8.41,2.52,2.18,0.009,ocna_dej
2026-05-14,7.8,2.68,1.8,0.015,ocna_dej
2026-05-15,7.92,2.79,2.04,0.01,ocna_dej
