date,co_mg_m3,no2_mg_m3,pm10_mg_m3,ch4_pct_vol,site_id
2026-01-26,7.87,2.56,2.11,0.023,margina_holdea_t1
2026-01-27,8.87,3.07,2.03,0.038,margina_holdea_t1
2026-01-28,7.62,3.05,1.58,0.006,margina_holdea_t1
2026-01-29,6.38,1.82,1.93,0.018,margina_holdea_t1
2026-01-30,8.1,2.43,2.15,0.02,margina_holdea_t1
2026-01-31,10.17,2.37,2.45,0.023,margina_holdea_t1
2026-02-01,7.92,2.42,2.38,0.024,margina_holdea_t1
2026-02-02,7.04,3.41,1.59,0.023,margina_holdea_t1
2026-02-03,9.13,1.7,1.42,0.022,margina_holdea_t1
2026-02-04,7.88,2.19,1.35,0.022,margina_holdea_t1
2026-02-05,9.94,2.99,2.33,0.043,margina_holdea_t1
2026-02-06,9.11,3.05,3.07,0.043,margina_holdea_t1
2026-02-07,8.48,2.33,1.96,0.023,margina_holdea_t1
2026-02-08,7.89,2.83,1.72,0.025,margina_holdea_t1
2026-02-09,8.75,2.45,1.87,0.035,margina_holdea_t1
2026-02-10,8.11,2.98,1.69,0.017,margina_holdea_t1
2026-02-11,8.0,2.35,2.08,0.01,margina_holdea_t1
2026-02-12,7.54,3.29,2.04,0.021,margina_holdea_t1
2026-02-13,7.35,2.87,1.82,0.002,margina_holdea_t1
2026-02-14,8.67,2.52,1.6,0.013,margina_holdea_t1
2026-02-15,8.31,1.85,2.0,0.003,margina_holdea_t1
2026-02-16,6.48,3.06,2.06,0.018,margina_holdea_t1
2026-02-17,7.42,2.14,3.09,0.017,margina_holdea_t1
2026-02-18,6.97,2.02,1.96,0.01,margina_holdea_t1
2026-02-19,8.21,3.22,2.24,0.017,margina_holdea_t1
2026-02-20,7.22,2.71,2.0,0.001,margina_holdea_t1
2026-02-21,8.42,2.24,2.15,0.003,margina_holdea_t1
2026-02-22,8.95,1.0,1.52,0.011,margina_holdea_t1
2026-02-23,7.39,2.67,1.46,0.019,margina_holdea_t1
2026-02-24,7.02,3.52,2.23,0.016,margina_holdea_t1
2026-02-25,9.55,2.32,1.86,0.008,margina_holdea_t1
2026-02-26,10.21,2.16,2.45,0.021,margina_holdea_t1
2026-02-27,5.19,2.62,1.96,0.009,margina_holdea_t1
2026-02-28,9.78,2.68,1.81,0.026,margina_holdea_t1
2026-03-01,8.01,2.38,2.32,0.017,margina_holdea_t1
2026-03-02,6.31,2.35,1.79,0.022,margina_holdea_t1
2026-03-03,7.72,2.48,1.9,0.025,margina_holdea_t1
2026-03-04,9.12,2.87,1.99,0.012,margina_holdea_t1
2026-03-05,8.33,2.71,1.85,0.017,margina_holdea_t1
2026-03-06,6.18,2.53,1.91,0.015,margina_holdea_t1
2026-03-07,9.44,2.47,2.48,0.021,margina_holdea_t1
2026-03-08,7.34,2.42,1.51,0.003,margina_holdea_t1
2026-03-09,6.71,2.79,1.93,0.018,margina_holdea_t1
2026-03-10,8.43,2.07,1.86,0.018,margina_holdea_t1
2026-03-11,7.67,2.66,1.9,0.015,margina_holdea_t1
2026-03-12,7.61,2.47,2.23,0.026,margina_holdea_t1
2026-03-13,7.75,2.45,1.98,0.032,margina_holdea_t1
2026-03-14,8.53,2.98,2.03,0.023,margina_holdea_t1
2026-03-15,8.14,3.08,1.91,0.005,margina_holdea_t1
2026-03-16,9.33,2.44,1.86,0.009,margina_holdea_t1
2026-03-17,8.14,2.56,1.7,0.015,margina_holdea_t1
2026-03-18,8.03,2.56,1.88,0.026,margina_holdea_t1
2026-03-19,7.41,2.61,2.11,0.022,margina_holdea_t1
2026-03-20,9.09,1.67,1.91,0.021,margina_holdea_t1
2026-03-21,9.24,2.3,2.25,0.027,margina_holdea_t1
2026-03-22,6.3,3.22,1.71,0.026,margina_holdea_t1
2026-03-23,7.22,2.39,2.36,0.017,margina_holdea_t1
2026-03-24,8.76,2.89,1.93,0.022,margina_holdea_t1
2026-03-25,7.04,2.3,2.14,0.023,margina_holdea_t1
2026-03-26,9.67,2.63,1.6,0.0,margina_holdea_t1
2026-03-27,5.13,2.04,2.01,0.018,margina_holdea_t1
2026-03-28,8.4,2.22,2.12,0.0,margina_holdea_t1
2026-03-29,7.77,2.9,1.5,0.015,margina_holdea_t1
2026-03-30,10.9,2.32,2.04,0.023,margina_holdea_t1
2026-03-31,8.01,2.62,1.93,0.034,margina_holdea_t1
2026-04-01,7.3,2.72,1.73,0.024,margina_holdea_t1
2026-04-02,9.74,2.84,1.52,0.028,margina_holdea_t1
2026-04-03,8.38,2.96,2.22,0.022,margina_holdea_t1
2026-04-04,8.65,3.01,1.99,0.027,margina_holdea_t1
2026-04-05,8.12,2.36,2.1,0.017,margina_holdea_t1
2026-04-06,5.58,2.93,1.95,0.023,margina_holdea_t1
2026-04-07,8.77,1.83,1.8,0.031,margina_holdea_t1
2026-04-08,8.42,2.59,2.16,0.021,margina_holdea_t1
2026-04-09,7.95,2.44,2.18,0.018,margina_holdea_t1
2026-04-10,7.03,2.5,2.06,0.008,margina_holdea_t1
2026-04-11,7.18,2.75,2.25,0.014,margina_holdea_t1
2026-04-12,8.45,2.34,2.14,0.024,margina_holdea_t1
2026-04-13,9.04,2.74,2.23,0.008,margina_holdea_t1
2026-04-14,8.55,2.25,2.04,0.0,margina_holdea_t1
2026-04-15,9.7,2.63,1.8,0.015,margina_holdea_t1
2026-04-16,7.36,2.62,1.67,0.008,margina_holdea_t1
2026-04-17,8.74,3.44,2.04,0.013,margina_holdea_t1
2026-04-18,9.46,2.71,2.28,0.024,margina_holdea_t1
2026-04-19,6.99,2.33,2.36,0.013,margina_holdea_t1
2026-04-20,7.66,2.72,1.52,0.022,margina_holdea_t1
2026-04-21,7.76,2.42,1.56,0.009,margina_holdea_t1
2026-04-22,9.15,2.53,1.78,0.024,margina_holdea_t1
2026-04-23,6.56,2.91,1.59,0.019,margina_holdea_t1
2026-04-24,7.99,3.01,1.53,0.009,margina_holdea_t1
2026-04-25,7.3,2.04,2.03,0.025,margina_holdea_t1
2026-04-26,7.32,2.88,1.82,0.016,margina_holdea_t1
2026-04-27,7.8,2.22,1.93,0.012,margina_holdea_t1
2026-04-28,8.59,2.54,1.28,0.003,margina_holdea_t1
2026-04-29,6.75,2.73,2.0,0.027,margina_holdea_t1
2026-04-30,9.24,2.37,2.33,0.015,margina_holdea_t1
2026-05-01,7.98,1.94,2.02,0.011,margina_holdea_t1
2026-05-02,8.74,2.4,1.56,0.02,margina_holdea_t1
2026-05-03,7.69,2.92,1.59,0.02,margina_holdea_t1
2026-05-04,7.71,2.54,2.09,0.027,margina_holdea_t1
2026-05-05,10.09,2.08,2.4,0.039,margina_holdea_t1
2026-05-06,8.97,2.45,1.83,0.019,margina_holdea_t1
2026-05-07,10.11,2.4,2.39,0.036,margina_holdea_t1
2026-05-08,8.11,2.17,2.11,0.004,margina_holdea_t1
2026-05-09,8.64,2.32,2.34,0.02,margina_holdea_t1
2026-05-10,8.41,2.55,1.73,0.01,margina_holdea_t1
2026-05-11,7.7,2.42,2.33,0.022,margina_holdea_t1
2026-05-12,8.48,2.14,1.74,0.013,margina_holdea_t1
2026-05-13,6.83,2.28,2.54,0.023,margina_holdea_t1
2026-05-14,8.72,2.99,2.1,0.011,margina_holdea_t1
2026-05-15,6.73,2.49,2.24,0.022,margina_holdea_t1
